FFT_analysis (Idc=2e-06) X,FFT_analysis (Idc=2e-06) YRe,FFT_analysis (Idc=2e-06) YReImag
3828000000,-1.596224909230056e-07,1.533241402623014e-08
3828500000,-5.381438419461893e-08,2.905992787694342e-08
3829000000,-5.370109108884708e-08,2.998576408623327e-08
3829500000,-5.355948777514532e-08,3.092547484286178e-08
3830000000,-5.338833522153147e-08,3.187807450577743e-08
3830500000,-5.31863975049063e-08,3.28424857554962e-08
3831000000,-5.295249404069302e-08,3.381754149093577e-08
3831500000,-5.268549330802096e-08,3.480196831498008e-08
3832000000,-7.473831423007459e-08,1.564686251042478e-07
3832500000,-5.204773258708647e-08,3.679359324530525e-08
3833000000,-5.167501370541078e-08,3.77977200488183e-08
3833500000,-5.126521485562782e-08,3.880522344087133e-08
3834000000,-5.08175595094075e-08,3.981445018869112e-08
3834500000,-5.033132685781073e-08,4.082363385270212e-08
3835000000,-4.980590050558371e-08,4.183092718311812e-08
3835500000,-4.924082248629394e-08,4.28344071352501e-08
3836000000,9.048745756065109e-08,3.081961699246568e-08
3836500000,-4.799013276902167e-08,4.482232738999038e-08
3837000000,-4.730401539773706e-08,4.580280976772625e-08
3837500000,-4.657722658989249e-08,4.677148796260952e-08
3838000000,-4.580981199493657e-08,4.772631368607449e-08
3838500000,-4.500191886517477e-08,4.866518423808894e-08
3839000000,-4.415379632181702e-08,4.958597270776287e-08
3839500000,-4.326585970109218e-08,5.048653484050617e-08
3840000000,1.43051831956476e-08,8.948717438982068e-08
3840500000,-4.137262113896596e-08,5.221827547157289e-08
3841000000,-4.036876024486468e-08,5.304524712719112e-08
3841500000,-3.932795232808728e-08,5.384342905107677e-08
3842000000,-3.825122144063487e-08,5.46107437670767e-08
3842500000,-3.713977080874432e-08,5.534515070585582e-08
3843000000,-3.599493484983558e-08,5.604466276140308e-08
3843500000,-3.481818961486516e-08,5.670741241681243e-08
3844000000,-7.456578587763431e-09,8.119187077612899e-09
3844500000,-3.237547732929185e-08,5.791520063477864e-08
3845000000,-3.111301094547423e-08,5.845692807837859e-08
3845500000,-2.982573293151859e-08,5.895519416844825e-08
3846000000,-2.851562147304366e-08,5.940859614867886e-08
3846500000,-2.718476795046121e-08,5.981589056063476e-08
3847000000,-2.583531408084407e-08,6.017596410272306e-08
3847500000,-2.446939731352684e-08,6.048788143833867e-08
3848000000,3.810756401719611e-07,7.424955317617e-08
3848500000,-2.169707067682549e-08,6.096376715058268e-08
3849000000,-2.029491242384689e-08,6.112630569201149e-08
3849500000,-1.88850265627576e-08,6.123781324838606e-08
3850000000,-1.746960823241753e-08,6.129767489243961e-08
3850500000,-1.605090930866919e-08,6.130539496625465e-08
3851000000,-1.463123633606076e-08,6.126052409308868e-08
3851500000,-1.321291597312117e-08,6.11626841319619e-08
3852000000,-1.338167049984322e-07,2.669777837989076e-07
3852500000,-1.039050879371171e-08,6.080694111774872e-08
3853000000,-8.991687978292033e-09,6.05487547950303e-08
3853500000,-7.604704675765267e-09,6.023724984201258e-08
3854000000,-6.232351345591064e-09,5.987273183302421e-08
3854500000,-4.877421189382408e-09,5.945574076476842e-08
3855000000,-3.542703439569613e-09,5.898703047675443e-08
3855500000,-2.230934479392862e-09,5.846751813504088e-08
3856000000,-1.760984190367596e-08,1.40380031140725e-07
3856500000,3.130375323423356e-10,5.728106885087197e-08
3857000000,1.540063087649657e-09,5.661691897139691e-08
3857500000,2.73390798970993e-09,5.590764557855009e-08
3858000000,3.892225744763756e-09,5.515508608063489e-08
3858500000,5.012838028949157e-09,5.436120417922936e-08
3859000000,6.093690090969163e-09,5.352809035067197e-08
3859500000,7.132829292783719e-09,5.265793051161199e-08
3860000000,1.807233175641121e-08,9.10388875207178e-08
3860500000,9.079121707612628e-09,5.081601225751803e-08
3861000000,9.983107547521665e-09,4.984922254847884e-08
3861500000,1.083918772238978e-08,4.885526968667782e-08
3862000000,1.164621079705692e-08,4.783687540707864e-08
3862500000,1.240320250282686e-08,4.67967752532897e-08
3863000000,1.310936819828164e-08,4.573775199323537e-08
3863500000,1.376404163352947e-08,4.466264315626361e-08
3864000000,1.174161305444718e-07,3.737973995981815e-07
3864500000,1.491759123118247e-08,4.247544641664572e-08
3865000000,1.541616756860433e-08,4.136907588187837e-08
3865500000,1.58626095738718e-08,4.025787194827676e-08
3866000000,1.625722614148711e-08,3.91446113649355e-08
3866500000,1.660042926908092e-08,3.803199598821339e-08
3867000000,1.689279011255905e-08,3.692266614022474e-08
3867500000,1.713498273797413e-08,3.581924590153609e-08
3868000000,6.851654065935933e-08,-2.860038332429373e-07
3868500000,1.747244460408108e-08,3.36399319455176e-08
3869000000,1.756973560928425e-08,3.256894374479602e-08
3869500000,1.76209043969132e-08,3.151353920244197e-08
3870000000,1.762732934860318e-08,3.047596145928711e-08
3870500000,1.759045386107388e-08,2.945836739982594e-08
3871000000,1.75118437180204e-08,2.846283132111173e-08
3871500000,1.739320615971735e-08,2.749135440448956e-08
3872000000,-2.125062828668053e-08,-3.67714295207328e-08
3872500000,1.70430283483565e-08,2.562778811942739e-08
3873000000,1.681546898717309e-08,2.473907348487931e-08
3873500000,1.655568422538455e-08,2.388113372470104e-08
3874000000,1.626585610955542e-08,2.305525350042254e-08
3874500000,1.594821675887795e-08,2.226261634677007e-08
3875000000,1.560504761003861e-08,2.150425176100063e-08
3875500000,1.523872465935219e-08,2.078104313887446e-08
3876000000,1.802924536941195e-09,7.479469919052338e-09
3876500000,1.444591443809906e-08,1.944280488934952e-08
3877000000,1.402422750137101e-08,1.882867466343467e-08
3877500000,1.358890121140481e-08,1.825164430647634e-08
3878000000,1.314229319009052e-08,1.771178254614278e-08
3878500000,1.268676248140782e-08,1.720903160847216e-08
3879000000,1.222462572157031e-08,1.674319340659251e-08
3879500000,1.175818582490247e-08,1.631388857244281e-08
3880000000,-1.164532045185262e-07,-2.616405121119345e-08
3880500000,1.082122576467637e-08,1.556304249047739e-08
3881000000,1.035499129634833e-08,1.524004215551089e-08
3881500000,9.893054466371787e-09,1.495084829724699e-08
3882000000,9.437329186834639e-09,1.469447513149519e-08
3882500000,8.989700433200403e-09,1.446980824917341e-08
3883000000,8.551959713610564e-09,1.427563249309179e-08
3883500000,8.125794908084104e-09,1.411053535513091e-08
3884000000,1.864338162612786e-06,2.242455518474885e-06
3884500000,7.314376608045234e-09,1.386206370723148e-08
3885000000,6.931761733870714e-09,1.377552025652493e-08
3885500000,6.566282643308884e-09,1.37118674567655e-08
3886000000,6.218954381848603e-09,1.366943645046391e-08
3886500000,5.890726913325534e-09,1.364645477404011e-08
3887000000,5.582398482295185e-09,1.36411195435285e-08
3887500000,5.294595691654374e-09,1.365158958000215e-08
3888000000,1.7046893170024e-07,-5.389424084874405e-08
3888500000,4.782780874274934e-09,1.371261664240751e-08
3889000000,4.559401623990741e-09,1.37595010599992e-08
3889500000,4.357910629600789e-09,1.381477237503052e-08
3890000000,4.178337541738513e-09,1.387664338011525e-08
3890500000,4.020571628222064e-09,1.394330556470785e-08
3891000000,3.884374565866608e-09,1.40129797198126e-08
3891500000,3.769361017701456e-09,1.408396964345742e-08
3892000000,5.397889342414195e-08,3.826330275717428e-08
3892500000,3.600970288397202e-09,1.422310763819176e-08
3893000000,3.546354280540573e-09,1.428811940883346e-08
3893500000,3.510379622702822e-09,1.434807952119688e-08
3894000000,3.492199765533634e-09,1.440157787922862e-08
3894500000,3.490844228734448e-09,1.444728018175753e-08
3895000000,3.505256783897024e-09,1.448393472070243e-08
3895500000,3.534328936973078e-09,1.451042257960121e-08
3896000000,1.125293001028207e-07,-8.362151278939959e-08
3896500000,3.631456189522405e-09,1.452858061934861e-08
3897000000,3.697028295762567e-09,1.4518449946844e-08
3897500000,3.772122184952397e-09,1.449452797551833e-08
3898000000,3.85536053103943e-09,1.445611483084116e-08
3898500000,3.945327225315959e-09,1.440266489573256e-08
3899000000,4.040555865936091e-09,1.433371678503177e-08
3899500000,4.139615303341303e-09,1.424895581284791e-08
3900000000,6.528848039508573e-06,-4.984394195658762e-06
3900500000,4.342930613991148e-09,1.403136931613162e-08
3901000000,4.444452225648309e-09,1.389834973982681e-08
3901500000,4.543948214975586e-09,1.374928983748867e-08
3902000000,4.639896667920462e-09,1.358433565551419e-08
3902500000,4.730867142311352e-09,1.340382894076553e-08
3903000000,4.815479828575194e-09,1.320818955907527e-08
3903500000,4.892426165485251e-09,1.299787833294642e-08
3904000000,8.410058834420177e-08,9.66995490617303e-08
3904500000,5.017959090991263e-09,1.253584212841699e-08
3905000000,5.064027667560918e-09,1.228553181163429e-08
3905500000,5.097487182557275e-09,1.202350030092071e-08
3906000000,5.117204876339168e-09,1.175068474360674e-08
3906500000,5.122171758339007e-09,1.146811175059711e-08
3907000000,5.111453666846743e-09,1.117687939079252e-08
3907500000,5.084191344499353e-09,1.087811099462522e-08
3908000000,-3.394029200850045e-08,8.263714983234798e-08
3908500000,4.977115437509483e-09,1.026307708593589e-08
3909000000,4.895985118665862e-09,9.949396030943679e-09
3909500000,4.79583515237066e-09,9.633362778677667e-09
3910000000,4.676266170118266e-09,9.316400823812742e-09
3910500000,4.537005138076042e-09,8.999915355504377e-09
3911000000,4.377880147913078e-09,8.685332713899855e-09
3911500000,4.198779019633217e-09,8.374073108443504e-09
3912000000,6.51559505216016e-08,4.376460685225783e-08
3912500000,3.781030496305001e-09,7.767277905324163e-09
3913000000,3.542686844453194e-09,7.474629032414207e-09
3913500000,3.285064120323205e-09,7.19096193867052e-09
3914000000,3.008589464375578e-09,6.917684156034804e-09
3914500000,2.713758580500629e-09,6.656134466095801e-09
3915000000,2.401158676149293e-09,6.407632234368857e-09
3915500000,2.071457289458404e-09,6.173460991425363e-09
3916000000,-7.827487774238172e-08,-3.34228838626136e-07
3916500000,1.363931021578692e-09,5.752933486513905e-09
3917000000,9.878397199648917e-10,5.568898945292825e-09
3917500000,5.98139926318768e-10,5.403810514511387e-09
3918000000,1.959199632474951e-10,5.258688607809502e-09
3918500000,-2.176807891243148e-10,5.134476086607846e-09
3919000000,-6.414602165017698e-10,5.03203584375075e-09
3919500000,-1.074170346674978e-09,4.952194635700708e-09
3920000000,6.722913244505306e-08,-1.372367031993625e-07
3920500000,-1.961011109206884e-09,4.862927528264345e-09
3921000000,-2.412304494666968e-09,4.854680189652129e-09
3921500000,-2.866999797402103e-09,4.871311711965572e-09
3922000000,-3.323599117697968e-09,4.913156346394441e-09
3922500000,-3.78061568382118e-09,4.98046940242079e-09
3923000000,-4.236546026901819e-09,5.073408674666877e-09
3923500000,-4.689844960621703e-09,5.192053410490951e-09
3924000000,-8.529074978048465e-08,-4.889051401096701e-08
3924500000,-5.582630097454438e-09,5.506212451091186e-09
3925000000,-6.019038207762029e-09,5.701346809419993e-09
3925500000,-6.446771976534569e-09,5.921512465058659e-09
3926000000,-6.864366131093429e-09,6.166269787385033e-09
3926500000,-7.27036488900386e-09,6.435121264825334e-09
3927000000,-7.663351822402096e-09,6.727482117624906e-09
3927500000,-8.041902607871711e-09,7.042651312160346e-09
3928000000,2.830368351270338e-08,-7.035517368197255e-08
3928500000,-8.750554532884506e-09,7.738433831492863e-09
3929000000,-9.078116443735146e-09,8.117211992748757e-09
3929500000,-9.386190358732568e-09,8.515313565334734e-09
3930000000,-9.673708337409355e-09,8.931676582118573e-09
3930500000,-9.939608048570278e-09,9.365204298412255e-09
3931000000,-1.018287737653425e-08,9.814743734762985e-09
3931500000,-1.040256207184889e-08,1.027899219019139e-08
3932000000,-7.804823081668832e-07,-3.022996039871485e-07
3932500000,-1.07678893932514e-08,1.124672780178144e-08
3933000000,-1.091211671987367e-08,1.174755456239262e-08
3933500000,-1.102967248547581e-08,1.225778711870165e-08
3934000000,-1.112001004606272e-08,1.277599547005625e-08
3934500000,-1.118260725185953e-08,1.330067242627537e-08
3935000000,-1.121701363099511e-08,1.383029260085817e-08
3935500000,-1.122288975176364e-08,1.436322766308695e-08
3936000000,2.717823497091449e-07,2.863756262461814e-08
3936500000,-1.114787380261093e-08,1.543255236434181e-08
3937000000,-1.106689607091275e-08,1.596563882961288e-08
3937500000,-1.095696264169808e-08,1.649535736011325e-08
3938000000,-1.081823063996674e-08,1.702006405793887e-08
3938500000,-1.065097968078518e-08,1.753805167213578e-08
3939000000,-1.045561635890437e-08,1.804764418223852e-08
3939500000,-1.023268814951592e-08,1.854723145622069e-08
3940000000,1.530246984501007e-08,-6.327187573320177e-08
3940500000,-9.706463450727053e-09,1.950992391645429e-08
3941000000,-9.404662599236465e-09,1.99699942257641e-08
3941500000,-9.078292293476778e-09,2.041386881257572e-08
3942000000,-8.728288088943376e-09,2.084015470489853e-08
3942500000,-8.355717249632956e-09,2.124748381820814e-08
3943000000,-7.961733073865855e-09,2.163455079889273e-08
3943500000,-7.54758242309324e-09,2.200016115063038e-08
3944000000,7.767671548247382e-08,2.117587100728548e-08
3944500000,-6.664120161891651e-09,2.266229516547631e-08
3945000000,-6.197627470052269e-09,2.295679091265601e-08
3945500000,-5.71672114382697e-09,2.322570879371743e-08
3946000000,-5.222982399807992e-09,2.34682483931396e-08
3946500000,-4.718080126522339e-09,2.368374541266597e-08
3947000000,-4.20373350665781e-09,2.387166182525649e-08
3947500000,-3.681634417550032e-09,2.403160525872993e-08
3948000000,-5.797667246560433e-08,-4.451911988448958e-07
3948500000,-2.621398241169678e-09,2.426652617162544e-08
3949000000,-2.086754817365005e-09,2.434127450161383e-08
3949500000,-1.551356585161114e-09,2.438774657148524e-08
3950000000,-1.016880451313428e-09,2.440612565926798e-08
3950500000,-4.849253446379233e-10,2.439673099869188e-08
3951000000,4.294462456022786e-11,2.435996131989053e-08
3951500000,5.65272335084579e-10,2.429628162055445e-08
3952000000,-2.60363941507866e-07,2.01474100097181e-07
3952500000,1.587364450560637e-09,2.409048632572429e-08
3953000000,2.084417229509018e-09,2.394953988298794e-08
3953500000,2.57039806458478e-09,2.378416049825756e-08
3954000000,3.043956436933065e-09,2.359508063428021e-08
3954500000,3.503822582511707e-09,2.338314102020418e-08
3955000000,3.948767456361695e-09,2.314924196328464e-08
3955500000,4.3776060974572e-09,2.289432089564606e-08
3956000000,7.22059457297175e-09,2.99974330752265e-08
3956500000,5.182426960227598e-09,2.23258477711369e-08
3957000000,5.556263243176993e-09,2.201460024473302e-08
3957500000,5.909834439288027e-09,2.168699631668891e-08
3958000000,6.242259845834866e-09,2.134439211917059e-08
3958500000,6.552787450339176e-09,2.098817686637121e-08
3959000000,6.840765635482948e-09,2.06197969021348e-08
3959500000,7.105623080041659e-09,2.024069658111312e-08
3960000000,-4.798496342389141e-09,8.960284289597803e-08
3960500000,7.564413459210108e-09,1.945647616982201e-08
3961000000,7.757705124948117e-09,1.905443579949591e-08
3961500000,7.926745169110376e-09,1.864777871633002e-08
3962000000,8.071513576844897e-09,1.82380673744322e-08
3962500000,8.192102533094212e-09,1.782681264498882e-08
3963000000,8.288711843571398e-09,1.741549464563183e-08
3963500000,8.361586509302289e-09,1.700556721758523e-08
3964000000,6.038488307293377e-12,8.882981960060428e-08
3964500000,8.437902449637548e-09,1.619539643785281e-08
3965000000,8.442312587734957e-09,1.579792018373324e-08
3965500000,8.424994060631402e-09,1.54071665863268e-08
3966000000,8.386672682208057e-09,1.502435909002329e-08
3966500000,8.328087384493022e-09,1.465062566081269e-08
3967000000,8.250037119464865e-09,1.428704017928725e-08
3967500000,8.15333931806765e-09,1.393467379747472e-08
3968000000,-2.658171318726793e-07,-8.985531875310995e-07
3968500000,7.907844172109975e-09,1.326718542216478e-08
3969000000,7.761085444613811e-09,1.295385427526488e-08
3969500000,7.599610369451267e-09,1.265515359825948e-08
3970000000,7.424571738436472e-09,1.237176359918247e-08
3970500000,7.237097510877478e-09,1.210428684576656e-08
3971000000,7.038349220368117e-09,1.185323633996009e-08
3971500000,6.829530521428481e-09,1.161909131789917e-08
3972000000,-6.489911336879779e-08,-1.937414753502948e-08
3972500000,6.386441610899422e-09,1.120262649029013e-08
3973000000,6.154667594501533e-09,1.102069316821337e-08
3973500000,5.917639693397183e-09,1.085647940327882e-08
3974000000,5.676571120413882e-09,1.070993741240274e-08
3974500000,5.432636403226112e-09,1.05809701627459e-08
3975000000,5.186983949802968e-09,1.046939260001656e-08
3975500000,4.940762149052976e-09,1.037493271138766e-08
3976000000,-7.203824044724724e-08,-3.272151322836074e-08
3976500000,4.450720898069844e-09,1.023596347938998e-08
3977000000,4.208947441224901e-09,1.019049288736528e-08
3977500000,3.970627201843896e-09,1.016034662982635e-08
3978000000,3.736594152562512e-09,1.014487881309467e-08
3978500000,3.507645872037103e-09,1.014342419348896e-08
3979000000,3.284517289318029e-09,1.015526531309789e-08
3979500000,3.067876075239946e-09,1.017958645965079e-08
3980000000,-1.441945152884094e-07,-2.314128009382453e-08
3980500000,2.656184107907385e-09,1.026257687808365e-08
3981000000,2.461946455126438e-09,1.031955957340129e-08
3981500000,2.275977940840775e-09,1.038571076182837e-08
3982000000,2.098480277937416e-09,1.046019434032396e-08
3982500000,1.929611158470737e-09,1.054215261944807e-08
3983000000,1.769439738371008e-09,1.063075701950166e-08
3983500000,1.617932117495424e-09,1.072518098193859e-08
3984000000,1.104868344407592e-06,-9.874434730887247e-07
3984500000,1.340815437568706e-09,1.092855081625241e-08
3985000000,1.214823964537614e-09,1.103601779447372e-08
3985500000,1.096885779482193e-09,1.114637859481901e-08
3986000000,9.867057641535836e-10,1.125906222721757e-08
3986500000,8.839493005466094e-10,1.137349174819743e-08
3987000000,7.882438452052974e-10,1.148913267734234e-08
3987500000,6.99111241513548e-10,1.16055019013429e-08
3988000000,3.844685375160796e-08,1.241925831857405e-08
3988500000,5.389042821627252e-10,1.183881896189203e-08
3989000000,4.668045945155401e-10,1.195517691864907e-08
3989500000,3.993092152809517e-10,1.207092682928812e-08
3990000000,3.359035455728793e-10,1.218593296465909e-08
3990500000,2.760363153093722e-10,1.230007602255668e-08
3991000000,2.191593342155085e-10,1.241330336384733e-08
3991500000,1.646943024814942e-10,1.252565587814503e-08
3992000000,3.816052443584532e-08,-5.817728314042409e-08
3992500000,6.095484992206653e-11,1.274798033246055e-08
3993000000,1.068453844249146e-11,1.285836483883109e-08
3993500000,-3.922284535778741e-11,1.296855383778499e-08
3994000000,-8.917631524216842e-11,1.307886627738521e-08
3994500000,-1.395886984091273e-10,1.318968521188583e-08
3995000000,-1.908241462885291e-10,1.3301435818268e-08
3995500000,-2.431956769204479e-10,1.341463498061298e-08
3996000000,3.791616945088981e-08,2.512418750735807e-09
3996500000,-3.523891036958339e-10,1.364739948176739e-08
3997000000,-4.094976876737114e-10,1.376812390392449e-08
3997500000,-4.684432595634175e-10,1.389260539868381e-08
3998000000,-5.292283475905343e-10,1.402147535153561e-08
3998500000,-5.917881518641602e-10,1.41554193216727e-08
3999000000,-6.559657276805562e-10,1.429513352797837e-08
3999500000,-7.21438237866441e-10,1.444126739561028e-08
4000000000,2.115375850796996e-06,-6.205152457404518e-06
4000500000,-8.556534432284467e-10,1.475521181609409e-08
4001000000,-9.236144379294108e-10,1.492450695568114e-08
4001500000,-9.913115689238845e-10,1.510294047150927e-08
4002000000,-1.058196762435874e-09,1.52909994717661e-08
4002500000,-1.123626719669899e-09,1.548923327935571e-08
4003000000,-1.18689677290951e-09,1.569815566660485e-08
4003500000,-1.247176446135625e-09,1.591821789990035e-08
4004000000,-1.357882750077863e-07,1.838540945326971e-07
4004500000,-1.355409895564258e-09,1.639345646806319e-08
4005000000,-1.401485936780237e-09,1.664915708444691e-08
4005500000,-1.440804223590359e-09,1.69172169487994e-08
4006000000,-1.472347384351086e-09,1.719774527608209e-08
4006500000,-1.495015760732214e-09,1.749076898628897e-08
4007000000,-1.507686043662201e-09,1.77962315303329e-08
4007500000,-1.509218789723466e-09,1.81139397365564e-08
4008000000,2.82172744167529e-08,4.872840582771591e-08
4008500000,-1.474181904529979e-09,1.878512563425927e-08
4009000000,-1.435362793696972e-09,1.913778967600448e-08
4009500000,-1.380788522321635e-09,1.950109870907467e-08
4010000000,-1.309362093861354e-09,1.987443872432753e-08
4010500000,-1.219995753101407e-09,2.025707019539059e-08
4011000000,-1.111634657479596e-09,2.064816268143082e-08
4011500000,-9.833167790043525e-10,2.104678423019952e-08
4012000000,-7.373969066711675e-08,1.555336193070532e-07
4012500000,-6.62855732019203e-10,2.186253700416547e-08
4013000000,-4.690414708036841e-10,2.227747019244325e-08
4013500000,-2.51811422850655e-10,2.269541764201875e-08
4014000000,-1.045019747059187e-11,2.311511247347213e-08
4014500000,2.556604359239031e-10,2.35351675310937e-08
4015000000,5.470528546967648e-10,2.395412743796328e-08
4015500000,8.641217805986784e-10,2.437052700430749e-08
4016000000,5.806936393810706e-07,7.4488718194918e-07
4016500000,1.576666091463184e-09,2.518916364936402e-08
4017000000,1.972561825239549e-09,2.558827662608436e-08
4017500000,2.394856111992635e-09,2.597834726364985e-08
4018000000,2.843506492916251e-09,2.635767540375665e-08
4018500000,3.31828394770539e-09,2.672456160418846e-08
4019000000,3.818851784346375e-09,2.707729708226717e-08
4019500000,4.344760359838141e-09,2.741424693897258e-08
4020000000,-2.335640201190223e-07,-1.025343664148238e-07
4020500000,5.470136992432858e-09,2.80338828050192e-08
4021000000,6.068210157969047e-09,2.831332238506241e-08
4021500000,6.688642774491639e-09,2.857045516876179e-08
4022000000,7.330461240775691e-09,2.880370291596389e-08
4022500000,7.99253492923813e-09,2.901158470565657e-08
4023000000,8.673632506402767e-09,2.91926845119429e-08
4023500000,9.372470078756682e-09,2.934567415152309e-08
4024000000,1.42757074368702e-08,2.97887191620038e-08
4024500000,1.081742006461991e-08,2.956221253737624e-08
4025000000,1.15604631576108e-08,2.962342834188981e-08
4025500000,1.231501062668385e-08,2.965197374791474e-08
4026000000,1.307930269186933e-08,2.96469044482068e-08
4026500000,1.385151916029358e-08,2.960743278928063e-08
4027000000,1.462978048625562e-08,2.953288553551395e-08
4027500000,1.541219860475988e-08,2.942268058269229e-08
4028000000,-1.324698816838709e-07,-3.495197738439107e-09
4028500000,1.698146550683095e-08,2.909376566559913e-08
4029000000,1.776425252157575e-08,2.887448707736185e-08
4029500000,1.854316183698359e-08,2.86185658377908e-08
4030000000,1.931611265883049e-08,2.832605603872452e-08
4030500000,2.008106172419397e-08,2.799714312356956e-08
4031000000,2.083596685089028e-08,2.763215127304671e-08
4031500000,2.157880505039177e-08,2.723150384065937e-08
4032000000,-2.91416670886449e-08,1.342988936738124e-07
4032500000,2.302049289235126e-08,2.632575962549726e-08
4033000000,2.371542228620286e-08,2.582210224240847e-08
4033500000,2.439057328039074e-08,2.528573923037704e-08
4034000000,2.504411626241049e-08,2.471773997960634e-08
4034500000,2.567430794416224e-08,2.411924161081843e-08
4035000000,2.627945489226061e-08,2.349147911997651e-08
4035500000,2.685788216791402e-08,2.283580160517781e-08
4036000000,1.24333911046731e-07,-4.682009497569496e-08
4036500000,2.792869835434322e-08,2.14468260606464e-08
4037000000,2.841831332413767e-08,2.07167470687251e-08
4037500000,2.887568966541933e-08,1.996516209038822e-08
4038000000,2.92997093369567e-08,1.91939291750963e-08
4038500000,2.968937780196419e-08,1.8404932262218e-08
4039000000,3.00438339101339e-08,1.760010152554374e-08
4039500000,3.036230001846387e-08,1.678141888497252e-08
4040000000,9.458534929639437e-08,4.939258076375244e-08
4040500000,3.088898660127912e-08,1.511047413819584e-08
4041000000,3.109634201696532e-08,1.426237830163706e-08
4041500000,3.12659628441425e-08,1.340860668810935e-08
4042000000,3.139776131425674e-08,1.255123830680625e-08
4042500000,3.149173953015244e-08,1.169235109830506e-08
4043000000,3.15480294953898e-08,1.083400692593644e-08
4043500000,3.156688874952028e-08,9.97830752942637e-09
4044000000,4.99544197820361e-08,-4.344890813800072e-08
4044500000,3.149397887344285e-08,8.282747205729099e-09
4045000000,3.140344664124721e-08,7.446883382092999e-09
4045500000,3.127780860279787e-08,6.621561071759149e-09
4046000000,3.111801026821e-08,5.808590785338806e-09
4046500000,3.092507743185569e-08,5.009732746265375e-09
4047000000,3.070015102024392e-08,4.226651263027366e-09
4047500000,3.044452087851685e-08,3.460942200345968e-09
4048000000,3.688751808635676e-07,-1.049463450707803e-09
4048500000,2.984641087706158e-08,1.987095524658126e-09
4049000000,2.950689927350878e-08,1.28143062935579e-09
4049500000,2.914239580629254e-08,5.980998779650138e-10
4050000000,2.875440510050346e-08,-6.204455657757245e-11
4050500000,2.834442119622478e-08,-6.981884740325386e-10
4051000000,2.791393163546763e-08,-1.309622430966562e-09
4051500000,2.746445889639249e-08,-1.895731736903707e-09
4052000000,-6.168636969755726e-08,2.824508519650434e-07
4052500000,2.65141244741607e-08,-2.989770401407436e-09
4053000000,2.601615604374366e-08,-3.496796580861667e-09
4053500000,2.55049904304376e-08,-3.976547357486647e-09
4054000000,2.498207132527042e-08,-4.428710702373211e-09
4054500000,2.444889831471661e-08,-4.853008932632068e-09
4055000000,2.390698273389765e-08,-5.249231993561541e-09
4055500000,2.335787090813478e-08,-5.617288824801962e-09
4056000000,-2.62461164650968e-09,8.796591439124007e-08
4056500000,2.224422065015729e-08,-6.268672474722765e-09
4057000000,2.16827270046252e-08,-6.552257577703975e-09
4057500000,2.11202068671936e-08,-6.808084091834052e-09
4058000000,2.055812708344558e-08,-7.036478676387409e-09
4058500000,1.999796173291149e-08,-7.237879670635421e-09
4059000000,1.944113868929376e-08,-7.41281904920631e-09
4059500000,1.888899876253814e-08,-7.561938223519134e-09
4060000000,3.485810955213282e-08,1.964103361584266e-08
4060500000,1.780412370048526e-08,-7.785444221482446e-09
4061000000,1.727378688234319e-08,-7.86141712060923e-09
4061500000,1.67530468704769e-08,-7.914784435463207e-09
4062000000,1.624295021453274e-08,-7.94646619053671e-09
4062500000,1.574447065278275e-08,-7.957483565448773e-09
4063000000,1.525849616673294e-08,-7.948906522459913e-09
4063500000,1.478578113284444e-08,-7.92181056818244e-09
4064000000,1.771653853099949e-07,2.843711580545308e-07
4064500000,1.388311205825621e-08,-7.816699620528697e-09
4065000000,1.345435093596715e-08,-7.740960309486016e-09
4065500000,1.304118630850816e-08,-7.651355693678013e-09
4066000000,1.264403931820769e-08,-7.54903506278531e-09
4066500000,1.226320470205916e-08,-7.435153160199865e-09
4067000000,1.189892180477155e-08,-7.310866230313555e-09
4067500000,1.155133200498569e-08,-7.177270077655449e-09
4068000000,-4.904826531366621e-08,-3.067486632270376e-07
4068500000,1.090660274273284e-08,-6.886832185359957e-09
4069000000,1.060951522941987e-08,-6.73209034809586e-09
4069500000,1.032914687714075e-08,-6.5724089584947e-09
4070000000,1.006541550101604e-08,-6.408847704347546e-09
4070500000,9.818129103457364e-09,-6.242433554418546e-09
4071000000,9.587045159588215e-09,-6.074163255409561e-09
4071500000,9.371895374447804e-09,-5.90498283363366e-09
4072000000,-4.196234907351151e-08,-4.999333236401289e-08
4072500000,8.98780660240369e-09,-5.567698128624671e-09
4073000000,8.818111369556991e-09,-5.401356497901477e-09
4073500000,8.662686489168027e-09,-5.237613682959426e-09
4074000000,8.521008029801863e-09,-5.077303953240958e-09
4074500000,8.392510207694587e-09,-4.921163194406489e-09
4075000000,8.276589615905424e-09,-4.769887156168748e-09
4075500000,8.172661605155078e-09,-4.624122461383895e-09
4076000000,-3.103962015433252e-10,-1.748003462731058e-08
4076500000,7.997937877874649e-09,-4.351480420086984e-09
4077000000,7.925763032079431e-09,-4.225721549702878e-09
4077500000,7.862780295051657e-09,-4.107562322348265e-09
4078000000,7.808220531284522e-09,-3.997421962851223e-09
4078500000,7.761329533119488e-09,-3.895635901171531e-09
4079000000,7.721341239637701e-09,-3.802480436668208e-09
4079500000,7.687504875269872e-09,-3.718208208378234e-09
4080000000,-8.041724677309511e-08,1.297797576925006e-08
4080500000,7.635267006933267e-09,-3.576734271156526e-09
