FFT_analysis (Idc=5.5e-06) X,FFT_analysis (Idc=5.5e-06) YRe,FFT_analysis (Idc=5.5e-06) YReImag
63500000,-3.806936571236428e-10,-5.568604539593713e-09
64000000,-1.656095105274878e-07,1.727001375084069e-08
64500000,-1.009411849421576e-09,-5.75558754849121e-09
65000000,-1.346132314028829e-09,-5.792324819098606e-09
65500000,-1.689911768642238e-09,-5.788601839199528e-09
66000000,-2.034606221888001e-09,-5.743558034865625e-09
66500000,-2.37400931313548e-09,-5.657404393675649e-09
67000000,-2.701991759090778e-09,-5.531391101507403e-09
67500000,-3.012693834933439e-09,-5.367785454156051e-09
68000000,2.898190685012148e-07,8.956391356575994e-07
68500000,-3.561340048436192e-09,-4.940791435921e-09
69000000,-3.790492984623288e-09,-4.686057206635576e-09
69500000,-3.984819919335776e-09,-4.410609164289101e-09
70000000,-4.141960745291074e-09,-4.120009924595721e-09
70500000,-4.260610346012522e-09,-3.820236986869133e-09
71000000,-4.34026697246098e-09,-3.517199141201418e-09
71500000,-4.381464413650535e-09,-3.216862991287925e-09
72000000,1.50685342025346e-07,-5.944464630842669e-08
72500000,-4.354972428361541e-09,-2.646768164203686e-09
73000000,-4.292781892050585e-09,-2.387071922093171e-09
73500000,-4.20275479970216e-09,-2.150263031097051e-09
74000000,-4.089261063720205e-09,-1.939744666224191e-09
74500000,-3.957055189434784e-09,-1.758366437775975e-09
75000000,-3.811180698430828e-09,-1.607988441513058e-09
75500000,-3.657023433016582e-09,-1.489642412970186e-09
76000000,1.294146629443297e-08,-3.228974597089067e-08
76500000,-3.344390526178323e-09,-1.349518989866655e-09
77000000,-3.195964290807388e-09,-1.325730998154905e-09
77500000,-3.059128638381104e-09,-1.330206873770922e-09
78000000,-2.937881661974778e-09,-1.360360139198775e-09
78500000,-2.835765948606507e-09,-1.412808143346942e-09
79000000,-2.75587533751984e-09,-1.483944981756854e-09
79500000,-2.700461437843664e-09,-1.569641022569602e-09
80000000,1.834881598783405e-07,5.072667019646524e-09
80500000,-2.66917854891658e-09,-1.767733409265547e-09
81000000,-2.694518273830656e-09,-1.871332699108429e-09
81500000,-2.746934742533202e-09,-1.972118196632535e-09
82000000,-2.82551930906822e-09,-2.0659608519022e-09
82500000,-2.928698076839787e-09,-2.148910352252756e-09
83000000,-3.054505667128773e-09,-2.217479199258844e-09
83500000,-3.200313507076198e-09,-2.268392068715253e-09
84000000,-1.92349117232037e-06,2.084222358543207e-06
84500000,-3.540617420664108e-09,-2.30652937683445e-09
85000000,-3.728418368252526e-09,-2.289685629884811e-09
85500000,-3.92319321836141e-09,-2.24681508378291e-09
86000000,-4.121243197496477e-09,-2.177038953958159e-09
86500000,-4.318868190076777e-09,-2.080098329996522e-09
87000000,-4.512235339194492e-09,-1.956042145423107e-09
87500000,-4.697645727475562e-09,-1.805512378732614e-09
88000000,3.614203238295605e-08,4.075608646154332e-08
88500000,-5.030370757372738e-09,-1.429635436994034e-09
89000000,-5.171076279383646e-09,-1.207804145347269e-09
89500000,-5.2904878362761e-09,-9.663949939690255e-10
90000000,-5.386047846472992e-09,-7.081637430865582e-10
90500000,-5.455323566955407e-09,-4.362281318936176e-10
91000000,-5.49635719514882e-09,-1.539985655689702e-10
91500000,-5.507724815788489e-09,1.347654900401357e-10
92000000,-8.675757286402316e-08,4.927377194842526e-08
92500000,-5.437612032280608e-09,7.160232642032149e-10
93000000,-5.355761774120892e-09,1.000097161077418e-09
93500000,-5.243415873081626e-09,1.274060483353843e-09
94000000,-5.101782379010357e-09,1.533593028832148e-09
94500000,-4.932818734844261e-09,1.774673246315755e-09
95000000,-4.73903858445925e-09,1.993343376838469e-09
95500000,-4.523664965362138e-09,2.185964942195332e-09
96000000,9.567390710151869e-08,1.289851231669225e-07
96500000,-4.043444697436863e-09,2.481133042343689e-09
97000000,-3.787582248392995e-09,2.579058430157676e-09
97500000,-3.52792505272797e-09,2.641916133700595e-09
98000000,-3.269791502729052e-09,2.669170512427602e-09
98500000,-3.018697098994605e-09,2.661301101557311e-09
99000000,-2.78009360474378e-09,2.619373611034228e-09
99500000,-2.559253960628549e-09,2.545656422415773e-09
100000000,-3.632980461944629e-05,-7.396873930128779e-05
100500000,-2.190648555185834e-09,2.315760540105034e-09
101000000,-2.051338300767169e-09,2.168177706092767e-09
101500000,-1.946441818475072e-09,2.005748920320616e-09
102000000,-1.878268093076887e-09,1.834491455881908e-09
102500000,-1.84808628692569e-09,1.660617272317567e-09
103000000,-1.856033078350737e-09,1.490863174535041e-09
103500000,-1.901133212249248e-09,1.331808979700602e-09
104000000,9.898904954710716e-08,-6.823068925607181e-08
104500000,-2.093043309330662e-09,1.071504681582158e-09
105000000,-2.232152370997959e-09,9.8199204272903e-10
105500000,-2.393197295985948e-09,9.262767296510122e-10
106000000,-2.569890297541344e-09,9.082062495279894e-10
106500000,-2.755238578043873e-09,9.304746430443106e-10
107000000,-2.941737225613274e-09,9.946432660447322e-10
107500000,-3.121678491993865e-09,1.100830294172024e-09
108000000,-8.455251372021794e-08,-6.507895072844728e-08
108500000,-3.430758404508568e-09,1.432616322905421e-09
109000000,-3.545169323013448e-09,1.651369070408722e-09
109500000,-3.624153046760667e-09,1.898636943707861e-09
110000000,-3.66223331698804e-09,2.167731102484243e-09
110500000,-3.655295378634758e-09,2.451072974677057e-09
111000000,-3.60061774955831e-09,2.740303025468892e-09
111500000,-3.496881427381796e-09,3.026385767665757e-09
112000000,8.456519037333326e-08,-4.34201574439524e-08
112500000,-3.14617970782035e-09,3.552554606121377e-09
113000000,-2.905174639323415e-09,3.774688805656755e-09
113500000,-2.627266296010179e-09,3.958571640747843e-09
114000000,-2.319476716362122e-09,4.09716372369044e-09
114500000,-1.990309078939128e-09,4.184753543955875e-09
115000000,-1.649233051909221e-09,4.217051246268854e-09
115500000,-1.306563815861701e-09,4.191685954049501e-09
116000000,-2.094882469342195e-06,-2.087355171405613e-06
116500000,-6.601492987233975e-10,3.96828575890573e-09
117000000,-3.782326804746224e-10,3.775345350140317e-09
117500000,-1.373845699532342e-10,3.535126670096758e-09
118000000,5.315284181552269e-11,3.255250152640801e-09
118500000,1.857191857948242e-10,2.944981506274093e-09
119000000,2.542641268727344e-10,2.615204056475398e-09
119500000,2.548064235830061e-10,2.277879885749559e-09
120000000,2.452263885310404e-07,5.731394054500162e-08
120500000,4.71271308306997e-11,1.632475323353893e-09
121000000,-1.575369060604356e-10,1.350813653669836e-09
121500000,-4.227972455633264e-10,1.113501286124214e-09
122000000,-7.408279640383543e-10,9.323929846623832e-10
122500000,-1.101335556253045e-09,8.17690594001424e-10
123000000,-1.492299018439108e-09,7.779840128443111e-10
123500000,-1.900039203218418e-09,8.194912202626006e-10
124000000,1.707066365992332e-08,7.619096724721616e-09
124500000,-2.704829443054665e-09,1.158637372719612e-09
125000000,-3.07012192358076e-09,1.455514631823595e-09
125500000,-3.389733709918899e-09,1.831773238980646e-09
126000000,-3.64858031913255e-09,2.279706616346884e-09
126500000,-3.833141451489224e-09,2.788898763129941e-09
127000000,-3.931732941190881e-09,3.346301375976911e-09
127500000,-3.934951216411083e-09,3.936782268748645e-09
128000000,1.256955596242307e-07,3.594630540546209e-08
128500000,-3.63194945561617e-09,5.147686717979504e-09
129000000,-3.321795936024905e-09,5.731144450412647e-09
129500000,-2.909025755240562e-09,6.274667070921062e-09
130000000,-2.400237250655382e-09,6.759884830766881e-09
130500000,-1.805409937081312e-09,7.169618638099592e-09
131000000,-1.137548441182353e-09,7.488369418705423e-09
131500000,-4.124726232630733e-10,7.703218820384066e-09
132000000,2.75073378838795e-07,-1.021588398635423e-06
132500000,1.134539561448547e-09,7.78377784866114e-09
133000000,1.915394133839279e-09,7.639362350414272e-09
133500000,2.672477735167143e-09,7.371454184727804e-09
134000000,3.384264786933338e-09,6.984456313861628e-09
134500000,4.030185716179742e-09,6.486766260008581e-09
135000000,4.591369342162731e-09,5.890380590680145e-09
135500000,5.051158201933519e-09,5.210681206342788e-09
136000000,-1.40977648091418e-07,1.470421523581677e-07
136500000,5.614635569059589e-09,3.676512966648557e-09
137000000,5.701354288484689e-09,2.864786766192442e-09
137500000,5.653396389677343e-09,2.054046574332412e-09
138000000,5.472276753372167e-09,1.267662809539488e-09
138500000,5.164018311708479e-09,5.285399277408074e-10
139000000,4.738389501438178e-09,-1.416858331720805e-10
139500000,4.209132183117111e-09,-7.236124982920947e-10
140000000,-4.232267877809913e-08,9.94291126020284e-08
140500000,2.910342435483345e-09,-1.558216939138167e-09
141000000,2.182444533161645e-09,-1.787675994139294e-09
141500000,1.432882301429634e-09,-1.883031852791622e-09
142000000,6.856608577356034e-10,-1.84284332453611e-09
142500000,-3.548091982872163e-11,-1.670025178026232e-09
143000000,-7.076531871185292e-10,-1.371725614875492e-09
143500000,-1.309732576948605e-09,-9.59192674471362e-10
144000000,-2.930598772789601e-08,1.049735579543437e-07
144500000,-2.231413885156571e-09,1.46585921070062e-10
145000000,-2.523167938774602e-09,8.017391469469495e-10
145500000,-2.689825550635413e-09,1.496090924995899e-09
146000000,-2.727221238264485e-09,2.206593923446855e-09
146500000,-2.635616391325436e-09,2.909883360235933e-09
147000000,-2.419251286131974e-09,3.583090430957836e-09
147500000,-2.086555360212705e-09,4.204793119090799e-09
148000000,-4.373906707767874e-08,-6.815332442814592e-08
148500000,-1.123477649741722e-09,5.218166503289228e-09
149000000,-5.264096013106511e-10,5.579358200118871e-09
149500000,1.217226450923737e-10,5.828884791471857e-09
150000000,7.996168265928062e-10,5.960508402774559e-09
150500000,1.485332623059666e-09,5.971960636110537e-09
151000000,2.157220353633237e-09,5.865123297197491e-09
151500000,2.794330761859235e-09,5.645656564561852e-09
152000000,2.454337504540313e-08,-5.983803927001491e-07
152500000,3.889682454222631e-09,4.909044163188733e-09
153000000,4.316592111029832e-09,4.419747687404724e-09
153500000,4.646893090266567e-09,3.872340020287688e-09
154000000,4.872926203931619e-09,3.28573362174095e-09
154500000,4.99072457500195e-09,2.679764437238873e-09
155000000,4.999737832181803e-09,2.074409357075333e-09
155500000,4.903311668057295e-09,1.489231224821828e-09
156000000,-3.566055558326442e-08,1.03978249191085e-08
156500000,4.423667933538853e-09,4.509422347896623e-10
157000000,4.062750614978132e-09,2.876437541500764e-11
157500000,3.639961128849878e-09,-3.121814594981399e-10
158000000,3.171645044605472e-09,-5.632149037538669e-10
158500000,2.675250770565398e-09,-7.18798774211632e-10
159000000,2.168567192280237e-09,-7.767109354620788e-10
159500000,1.669461615633269e-09,-7.380552028358299e-10
160000000,-2.592864070512746e-08,4.246131950742865e-08
160500000,7.605846333565691e-10,-3.904879244588156e-10
161000000,3.805421933171705e-10,-9.837470052291193e-11
161500000,6.659177225316771e-11,2.574867637765747e-10
162000000,-1.719027687370438e-10,6.636190631162187e-10
162500000,-3.284337308733982e-10,1.105092804047203e-09
163000000,-3.991136923048962e-10,1.5664012580786e-09
163500000,-3.830936333566634e-10,2.031898857836763e-09
164000000,-1.777863587241745e-07,-9.05656479877157e-08
164500000,-1.011458205751811e-10,2.915066239324667e-09
165000000,1.532425707600477e-10,3.304971104798949e-09
165500000,4.719576323751826e-10,3.644574277158456e-09
166000000,8.441712509086806e-10,3.924255726014277e-09
166500000,1.257853583226657e-09,4.136686018902783e-09
167000000,1.700093085660304e-09,4.276934031007805e-09
167500000,2.157446584488338e-09,4.34239768969117e-09
168000000,6.213221656269161e-07,-2.518809299076294e-07
168500000,3.064793008009296e-09,4.251214621584525e-09
169000000,3.489793503192152e-09,4.101236114203868e-09
169500000,3.880803220968624e-09,3.889418647629647e-09
170000000,4.228459714175951e-09,3.623864382682912e-09
170500000,4.525280351503354e-09,3.314000695057991e-09
171000000,4.765501130336027e-09,2.970142247540495e-09
171500000,4.945446401329808e-09,2.603324997214775e-09
172000000,5.760114814416656e-09,4.281394146486187e-08
172500000,5.120330552915167e-09,1.845680254204591e-09
173000000,5.118088104237688e-09,1.47663597091438e-09
173500000,5.06098569013006e-09,1.127502396835355e-09
174000000,4.954800516554073e-09,8.069585476042143e-10
174500000,4.806643857269113e-09,5.22551984600093e-10
175000000,4.624658646930024e-09,2.800473495895923e-10
175500000,4.417807875203081e-09,8.369162166368348e-11
176000000,6.43105440681163e-08,2.258687414478211e-08
176500000,3.966958948885991e-09,-1.624321046667252e-10
177000000,3.741747199191931e-09,-2.124447789142493e-10
177500000,3.528545006205509e-09,-2.16834767925688e-10
178000000,3.33533756371052e-09,-1.796444899041097e-10
178500000,3.169039277554765e-09,-1.064675199379078e-10
179000000,3.0354936300042e-09,-3.807469648092046e-12
179500000,2.939012314605674e-09,1.209284845725715e-10
180000000,1.541619402312368e-07,3.133938908565046e-08
180500000,2.867027672133958e-09,4.042684879017271e-10
181000000,2.892604758045608e-09,5.463602157151317e-10
181500000,2.957250944810345e-09,6.781031123944465e-10
182000000,3.057797897331234e-09,7.920103924723663e-10
182500000,3.189656937893108e-09,8.814758818145387e-10
183000000,3.347278967551596e-09,9.410378321727989e-10
183500000,3.524029876605315e-09,9.663114909919134e-10
184000000,-5.939531653008433e-07,-1.201088879767595e-06
184500000,3.905786952681765e-09,9.031243855304857e-10
185000000,4.095548500517153e-09,8.129493403203575e-10
185500000,4.274360992520738e-09,6.850377175448689e-10
186000000,4.435110480353834e-09,5.219801055647359e-10
186500000,4.571332800357533e-09,3.2786849045028e-10
187000000,4.677313807029317e-09,1.077891840135374e-10
187500000,4.748610898718414e-09,-1.321915821047604e-10
188000000,-1.623159806949539e-07,1.174808391171211e-07
188500000,4.774766043188821e-09,-6.441915964111221e-10
189000000,4.727012279703859e-09,-9.014220383506415e-10
189500000,4.639256507308709e-09,-1.149398745248901e-09
190000000,4.513622435556683e-09,-1.380915504714511e-09
190500000,4.353439837660121e-09,-1.58915681170962e-09
191000000,4.163313044683165e-09,-1.76815144849838e-09
191500000,3.948856444516618e-09,-1.91282064266449e-09
192000000,2.574682188618613e-08,2.907216411365287e-08
192500000,3.473051091946774e-09,-2.084025510297818e-09
193000000,3.2260801955119e-09,-2.10626786328788e-09
193500000,2.983211328229182e-09,-2.08554931725861e-09
194000000,2.751863298220401e-09,-2.0228869527031e-09
194500000,2.539240051591673e-09,-1.920813477731828e-09
195000000,2.352001562988051e-09,-1.782846946977724e-09
195500000,2.196143691382388e-09,-1.613703050620269e-09
196000000,-1.433405833289477e-07,9.928503392439783e-08
196500000,1.998076219070885e-09,-1.205250191908861e-09
197000000,1.962748656340032e-09,-9.793314943805202e-10
197500000,1.972628522792265e-09,-7.488620211592985e-10
198000000,2.028146205917865e-09,-5.213250922595108e-10
198500000,2.128565884233537e-09,-3.045112809633878e-10
199000000,2.271786893760989e-09,-1.056264730834325e-10
199500000,2.454472388884092e-09,6.825035375454732e-11
200000000,2.170902945274865e-05,-7.205909539090033e-06
200500000,2.920215680250174e-09,3.161576133686096e-10
201000000,3.191696538573012e-09,3.799752193845855e-10
201500000,3.479785222210487e-09,3.984848323870791e-10
202000000,3.777146095381851e-09,3.691769520040303e-10
202500000,4.075977347175224e-09,2.909111424954018e-10
203000000,4.368244635688492e-09,1.635932512485442e-10
203500000,4.646096962351813e-09,-1.128204532820913e-11
204000000,-1.611947608484848e-07,-9.775541252263494e-08
204500000,5.128444261030763e-09,-4.924736880171243e-10
205000000,5.319400700075023e-09,-7.898811375583455e-10
205500000,5.469044244539255e-09,-1.117402293633186e-09
206000000,5.572792767757055e-09,-1.468119625057368e-09
206500000,5.627239755173452e-09,-1.834295080963322e-09
207000000,5.630271728421567e-09,-2.207819254349577e-09
207500000,5.581261453791412e-09,-2.580071589923071e-09
208000000,3.266331392205881e-08,-1.051951827320965e-08
208500000,5.331334050127794e-09,-3.286487194455442e-09
209000000,5.13636360772099e-09,-3.604261157448553e-09
209500000,4.901025993955595e-09,-3.888315040798954e-09
210000000,4.63157075746406e-09,-4.132234743300911e-09
210500000,4.335415313835832e-09,-4.330792542953018e-09
211000000,4.020877052119071e-09,-4.480065773538245e-09
211500000,3.696913459860824e-09,-4.577592396679866e-09
212000000,-1.820168447297829e-07,-1.032400929421785e-07
212500000,3.058083007855158e-09,-4.615897707059017e-09
213000000,2.761749903720467e-09,-4.560245906330109e-09
213500000,2.492645270306274e-09,-4.459879976374474e-09
214000000,2.258355749954907e-09,-4.320675152602635e-09
214500000,2.065671327446722e-09,-4.14992686873388e-09
215000000,1.919715336201135e-09,-3.956026727883283e-09
215500000,1.823996156626967e-09,-3.748444601232007e-09
216000000,-1.112220587171668e-07,1.095188182402198e-06
216500000,1.788446165542468e-09,-3.332116445030547e-09
217000000,1.84618893328366e-09,-3.143666299000184e-09
217500000,1.949442937930276e-09,-2.981350514566903e-09
218000000,2.092313706081927e-09,-2.853830540032144e-09
218500000,2.267173612121492e-09,-2.768407461931139e-09
219000000,2.465100280874968e-09,-2.730989331866641e-09
219500000,2.675937366731528e-09,-2.745608456027921e-09
220000000,1.634388539961492e-08,-3.749978961066381e-08
220500000,3.093500413067693e-09,-2.936371084652444e-09
221000000,3.278306032564105e-09,-3.109775125856106e-09
221500000,3.433274628412468e-09,-3.329800693997376e-09
222000000,3.549304032326266e-09,-3.589808765477689e-09
222500000,3.618543124231785e-09,-3.881194735903527e-09
223000000,3.635279238257249e-09,-4.194135282778488e-09
223500000,3.595692133241578e-09,-4.517436559525927e-09
224000000,7.317122433866951e-08,-3.21100917150389e-09
224500000,3.344417568536944e-09,-5.148235310554326e-09
225000000,3.137331592026024e-09,-5.432192644001763e-09
225500000,2.883079851984366e-09,-5.680615658821615e-09
226000000,2.589756895239408e-09,-5.884167064293573e-09
226500000,2.267415231032422e-09,-6.035361355585115e-09
227000000,1.92767625966465e-09,-6.128775341317853e-09
227500000,1.583108945207786e-09,-6.161584957724427e-09
228000000,-1.168269289659391e-08,-6.186281787239415e-08
228500000,9.319620530497839e-10,-6.047749659373366e-09
229000000,6.509098611549538e-10,-5.909229736753238e-09
229500000,4.148293334029913e-10,-5.726194262357503e-09
230000000,2.331451344167216e-10,-5.509147743995425e-09
230500000,1.130609042694136e-10,-5.270552522014803e-09
231000000,5.895663608286253e-11,-5.024310921588242e-09
231500000,7.235836230790678e-11,-4.785302366768563e-09
232000000,4.396753003061963e-07,1.50309412088902e-07
232500000,2.916056566664449e-10,-4.389557286141062e-09
233000000,4.844958288387567e-10,-4.261517772244323e-09
233500000,7.191899369161073e-10,-4.196679713280072e-09
234000000,9.821726899654548e-10,-4.204963130877704e-09
234500000,1.257722379619525e-09,-4.293415393539041e-09
235000000,1.528596230141922e-09,-4.465792463766005e-09
235500000,1.776874746026863e-09,-4.722495156187778e-09
236000000,-1.475361988764948e-07,2.407006796875825e-07
236500000,2.133351564886155e-09,-5.471192743197977e-09
237000000,2.207877692940321e-09,-5.945411536231489e-09
237500000,2.193843352245325e-09,-6.468615828257041e-09
238000000,2.080040801490111e-09,-7.023868297211109e-09
238500000,1.85830010916955e-09,-7.592051140722638e-09
239000000,1.524541922863396e-09,-8.152373329872245e-09
239500000,1.07859123568974e-09,-8.683096758146681e-09
240000000,-4.566723302839784e-08,1.384438790256424e-07
240500000,-1.293842008955065e-10,-9.569719761155485e-09
241000000,-8.707851615410577e-10,-9.885256941863389e-09
241500000,-1.68361773308278e-09,-1.009208178459053e-08
242000000,-2.548672779522556e-09,-1.017627057520519e-08
242500000,-3.444043692822486e-09,-1.012761406759743e-08
243000000,-4.34604571245018e-09,-9.939918235288913e-09
243500000,-5.229873407797862e-09,-9.611529659149319e-09
244000000,-8.021045577100185e-08,-8.267702594871645e-10
244500000,-6.843830820409583e-09,-8.548873508837452e-09
245000000,-7.527014349118701e-09,-7.834142774046285e-09
245500000,-8.099691205114769e-09,-7.01719438430537e-09
246000000,-8.544674748467343e-09,-6.117564805465313e-09
246500000,-8.848273923521065e-09,-5.157836165942731e-09
247000000,-9.001320883552288e-09,-4.162732844988653e-09
247500000,-8.999095179622522e-09,-3.158388168987338e-09
248000000,1.131572028820793e-07,6.461036858814831e-07
248500000,-8.533148813277978e-09,-1.228208838654955e-09
249000000,-8.08354477608556e-09,-3.535783065969124e-10
249500000,-7.506355396284413e-09,4.293707978649203e-10
250000000,-6.818943299524632e-09,1.100464009273745e-09
250500000,-6.041961572662352e-09,1.643000961080671e-09
251000000,-5.198688454538121e-09,2.044083232817804e-09
251500000,-4.314056321062428e-09,2.295228666603421e-09
252000000,-5.092857870046308e-08,1.103401514302506e-07
252500000,-2.524766540683081e-09,2.336255086309123e-09
253000000,-1.671486475885267e-09,2.13181459574544e-09
253500000,-8.781733557822782e-10,1.788338668270111e-09
254000000,-1.665298384592392e-10,1.319116822025897e-09
254500000,4.444642611218578e-10,7.40617953264415e-10
255000000,9.392925117728815e-10,7.215883960124196e-11
255500000,1.30601077347766e-09,-6.647417223435517e-10
256000000,-4.720438985664159e-08,-1.248303267418451e-07
256500000,1.627378896872399e-09,-2.251959718799337e-09
