FFT_analysis (Idc=4.5e-06) X,FFT_analysis (Idc=4.5e-06) YRe,FFT_analysis (Idc=4.5e-06) YReImag
56000000,4.175180567960857e-09,-6.760706128949727e-08
56500000,9.671143413058355e-09,4.067115030764438e-09
57000000,8.879415197362468e-09,3.889445600096706e-09
57500000,8.000708421860128e-09,3.830267811822196e-09
58000000,7.054300607210675e-09,3.905057189233459e-09
58500000,6.061784061899074e-09,4.125642987880999e-09
59000000,5.046326578191495e-09,4.499840129037961e-09
59500000,4.031944873023781e-09,5.031320712414362e-09
60000000,-6.673981739314489e-08,-3.343127681994526e-08
60500000,2.101354441500459e-09,6.5601873740385e-09
61000000,1.230229786490442e-09,7.54480047342135e-09
61500000,4.4896354497463e-10,8.662011089996071e-09
62000000,-2.252565642778804e-10,9.897458486251714e-09
62500000,-7.781524058056211e-10,1.123458441117024e-08
63000000,-1.198655289024657e-09,1.265522823782037e-08
63500000,-1.479014996250861e-09,1.414022194862172e-08
64000000,-1.595696675340842e-07,3.387946304004131e-08
64500000,-1.605068325960101e-09,1.722593757775191e-08
65000000,-1.451484017302335e-09,1.878916685519243e-08
65500000,-1.158562185090361e-09,2.034290705015078e-08
66000000,-7.331305995448415e-10,2.187192209047138e-08
66500000,-1.838014731333373e-10,2.336298590492871e-08
67000000,4.794528369079843e-10,2.480508387423028e-08
67500000,1.245779950082449e-09,2.6189430369766e-08
68000000,2.151438233502832e-07,8.852947574348462e-07
68500000,3.042511779412728e-09,2.87616164036087e-08
69000000,4.05064683428493e-09,2.994301329486931e-08
69500000,5.118227612259002e-09,3.105353836943747e-08
70000000,6.236012967557154e-09,3.209453962891423e-08
70500000,7.396036509200792e-09,3.306865184071151e-08
71000000,8.591707737270161e-09,3.397956281950106e-08
71500000,9.817882258132924e-09,3.483167303774658e-08
72000000,1.98366589746487e-07,-6.753774292849032e-08
72500000,1.234941917743612e-08,3.637911177327479e-08
73000000,1.365237840432979e-08,3.708430209335462e-08
73500000,1.498107771743881e-08,3.774966726465588e-08
74000000,1.633801771541146e-08,3.837882253397986e-08
74500000,1.772690507831147e-08,3.8974299012364e-08
75000000,1.915247509714458e-08,3.95373280272737e-08
75500000,2.062019902970967e-08,4.006764362365321e-08
76000000,2.282631176625042e-08,6.735189186274907e-08
76500000,2.37063061917537e-08,4.102007804613662e-08
77000000,2.533666448061837e-08,4.143246475981677e-08
77500000,2.703229052495266e-08,4.179241625031551e-08
78000000,2.879723686619358e-08,4.209009985684971e-08
78500000,3.063389830742356e-08,4.23138528966681e-08
79000000,3.254259543861117e-08,4.245047486449625e-08
79500000,3.452116032617815e-08,4.248562832269727e-08
80000000,2.105291179967963e-07,5.781227610571279e-08
80500000,3.866457336140332e-08,4.219082524370257e-08
81000000,4.080986466277548e-08,4.183097501848315e-08
81500000,4.298556312655026e-08,4.131117071596572e-08
82000000,4.517375989247958e-08,4.061986537630052e-08
82500000,4.735367165448183e-08,3.974825222280507e-08
83000000,4.950212837473924e-08,3.869086775642963e-08
83500000,5.159435755684345e-08,3.744621619897314e-08
84000000,-2.436184760752803e-06,2.274545660313275e-06
84500000,5.550636747738279e-08,3.441077049084127e-08
85000000,5.727537145373258e-08,3.263926295375488e-08
85500000,5.888820149277725e-08,3.07192218055758e-08
86000000,6.032431048036235e-08,2.867117586666074e-08
86500000,6.156668457457403e-08,2.65193292038606e-08
87000000,6.260247791474421e-08,2.429072325780787e-08
87500000,6.342354790390581e-08,2.201438939960414e-08
88000000,1.230586346297279e-07,7.821263247266466e-08
88500000,6.441367050870615e-08,1.743938920717492e-08
89000000,6.459150756777009e-08,1.520043031982731e-08
89500000,6.457186630804272e-08,1.303145763673051e-08
90000000,6.437066720258222e-08,1.095770582888469e-08
90500000,6.400762425623329e-08,9.00121150029561e-09
91000000,6.350552009300758e-08,7.180218591681153e-09
91500000,6.288945453842807e-08,5.508721690027905e-09
92000000,-4.792587295028186e-08,5.961374900595595e-08
92500000,6.142264698711607e-08,2.648085334162309e-09
93000000,6.062643150832073e-08,1.464300623264507e-09
93500000,5.982390913922912e-08,4.409965152067702e-10
94000000,5.903994009353497e-08,-4.298829110394832e-10
94500000,5.829726775173886e-08,-1.160167661649294e-09
95000000,5.761594559734325e-08,-1.764946174572976e-09
95500000,5.701283656314149e-08,-2.26205775659699e-09
96000000,1.061032193807469e-07,9.757101308272644e-08
96500000,5.609142901901718e-08,-3.014617721796381e-09
97000000,5.578857376009011e-08,-3.313829212418546e-09
97500000,5.559474036703073e-08,-3.591741667552367e-09
98000000,5.550796909536472e-08,-3.870437037495622e-09
98500000,5.552258079241845e-08,-4.170965206599591e-09
99000000,5.562946931375221e-08,-4.512694681821683e-09
99500000,5.58164428608071e-08,-4.912749645443045e-09
100000000,-3.015036701055588e-05,-6.964349845732398e-05
100500000,5.636955797846932e-08,-5.942447916266047e-09
101000000,5.670058770897793e-08,-6.591266571882309e-09
101500000,5.704275851891132e-08,-7.336349835783737e-09
102000000,5.737694164379725e-08,-8.178350347159982e-09
102500000,5.768459683918908e-08,-9.114386574989346e-09
103000000,5.794845003458716e-08,-1.013825689930118e-08
103500000,5.815310713002688e-08,-1.124074443297616e-08
104000000,8.022144658371874e-08,-9.082071200757989e-08
104500000,5.833566903336179e-08,-1.363330811724588e-08
105000000,5.829632925192476e-08,-1.489497815974501e-08
105500000,5.81635225772003e-08,-1.617989418756322e-08
106000000,5.793649528316462e-08,-1.747283813885005e-08
106500000,5.761740188624651e-08,-1.875931412030357e-08
107000000,5.721103342074766e-08,-2.002618345502037e-08
107500000,5.67244165336177e-08,-2.126209352676448e-08
108000000,-6.04147385238996e-08,-8.366306789309429e-08
108500000,5.554597340261418e-08,-2.360696658904691e-08
109000000,5.487421756999229e-08,-2.470497557738021e-08
109500000,5.416104463263087e-08,-2.575002084528593e-08
110000000,5.341602743752346e-08,-2.674251254459723e-08
110500000,5.264769923100561e-08,-2.768473326002592e-08
111000000,5.186320164585381e-08,-2.858050452255604e-08
111500000,5.106808652571869e-08,-2.943476287742258e-08
112000000,1.384252628430317e-07,9.09233434986858e-09
112500000,4.945929394235724e-08,-3.104118932705761e-08
113000000,4.86481106813654e-08,-3.18047484706196e-08
113500000,4.783157160730404e-08,-3.25487320129549e-08
114000000,4.700746270067658e-08,-3.327738789818493e-08
114500000,4.617268745578915e-08,-3.399396971800118e-08
115000000,4.532353130122733e-08,-3.470064010142105e-08
115500000,4.445595047524555e-08,-3.539858781413942e-08
116000000,-2.493204720263237e-06,-2.199890866000938e-06
116500000,4.264861384709648e-08,-3.676701585688014e-08
117000000,4.170060961647969e-08,-3.743479714881755e-08
117500000,4.071819974150109e-08,-3.80883584530202e-08
118000000,3.969799196407817e-08,-3.872419399132301e-08
118500000,3.863716816445348e-08,-3.933813710481444e-08
119000000,3.753342617692915e-08,-3.992533652436828e-08
119500000,3.638507186646497e-08,-4.048032922338279e-08
120000000,1.166626596718563e-07,-1.147033020539042e-07
120500000,3.395206361398371e-08,-4.14687647274057e-08
121000000,3.266842859993761e-08,-4.188856877287443e-08
121500000,3.134263383734757e-08,-4.224929669621371e-08
122000000,2.997823241298721e-08,-4.254370578486869e-08
122500000,2.858010095279351e-08,-4.276485891095594e-08
123000000,2.715444940680168e-08,-4.290637726491115e-08
123500000,2.570866948110416e-08,-4.296270156188332e-08
124000000,1.818349829871179e-08,-8.700536877014101e-08
124500000,2.279172350831576e-08,-4.280342642340868e-08
125000000,2.133974393448075e-08,-4.258305780518086e-08
125500000,1.990542417316323e-08,-4.226833415541203e-08
126000000,1.849877264423211e-08,-4.186075511859815e-08
126500000,1.712933193380078e-08,-4.136333753913319e-08
127000000,1.580594813484976e-08,-4.0780410515103e-08
127500000,1.45365373194719e-08,-4.011736209831957e-08
128000000,1.515825359825393e-07,3.120454631288426e-08
128500000,1.218605317946897e-08,-3.857683520164669e-08
129000000,1.11153911410582e-08,-3.771334918161215e-08
129500000,1.011944769499992e-08,-3.679737099146998e-08
130000000,9.200848702562877e-09,-3.583610543219691e-08
130500000,8.36136044678169e-09,-3.483648419315839e-08
131000000,7.602100012424037e-09,-3.380511413677562e-08
131500000,6.923769824546875e-09,-3.274820383948893e-08
132000000,1.141677487713064e-07,-9.212484477529178e-07
132500000,5.810715283786593e-09,-3.058117683197518e-08
133000000,5.376179311625213e-09,-2.948217802218255e-08
133500000,5.022911156195337e-09,-2.837992337624353e-08
134000000,4.750745987352778e-09,-2.727983804068955e-08
134500000,4.559424985287092e-09,-2.618741078435134e-08
135000000,4.448503010065699e-09,-2.510833911763508e-08
135500000,4.417298866238981e-09,-2.404858129617197e-08
136000000,-1.067894252097902e-07,-4.259742601084748e-08
136500000,4.588926508820178e-09,-2.201214369810056e-08
137000000,4.787904497422903e-09,-2.104868299134186e-08
137500000,5.0586216226719e-09,-2.013073112632331e-08
138000000,5.397243182026781e-09,-1.926515853698712e-08
138500000,5.799068592964495e-09,-1.845869545077583e-08
139000000,6.258451152005823e-09,-1.771782693570488e-08
139500000,6.768791657843575e-09,-1.704867885896602e-08
140000000,-2.235792612815422e-08,2.540393317362058e-08
140500000,7.910936418199582e-09,-1.594654044686573e-08
141000000,8.524717186224502e-09,-1.552211513299233e-08
141500000,9.153711048726627e-09,-1.518599130957233e-08
142000000,9.787045426999292e-09,-1.493939412708949e-08
142500000,1.041348843601113e-08,-1.478205213157044e-08
143000000,1.102163131788041e-08,-1.47120183486331e-08
143500000,1.160016794817991e-08,-1.472563573060505e-08
144000000,4.1047111291418e-08,8.027872588380403e-08
144500000,1.262600450830563e-08,-1.498001735451772e-08
145000000,1.305428987931121e-08,-1.520466938544531e-08
145500000,1.341574385450307e-08,-1.548110423934926e-08
146000000,1.370463159761172e-08,-1.579782103426358e-08
146500000,1.391718337740528e-08,-1.614250462212115e-08
147000000,1.40517282138096e-08,-1.650236796756569e-08
147500000,1.410872751784216e-08,-1.686451459428125e-08
148000000,1.087497082365832e-07,-4.917252934933382e-08
148500000,1.400293082470616e-08,-1.754611662583265e-08
149000000,1.385149298114796e-08,-1.784283317353874e-08
149500000,1.364486727673838e-08,-1.809714996757282e-08
150000000,1.339282145414513e-08,-1.830125028195204e-08
150500000,1.310617766227519e-08,-1.844920569887648e-08
151000000,1.279651265596079e-08,-1.853709656183938e-08
151500000,1.247574086645203e-08,-1.856305565224442e-08
152000000,2.889481561588466e-08,-5.405120796267211e-07
152500000,1.184851469637533e-08,-1.843259705569638e-08
153000000,1.156459407970289e-08,-1.828276213842505e-08
153500000,1.131386693320318e-08,-1.808407472398606e-08
154000000,1.110491727669273e-08,-1.784421272890737e-08
154500000,1.094469864296574e-08,-1.75721336975668e-08
155000000,1.083841675091594e-08,-1.727777666624886e-08
155500000,1.078943117303267e-08,-1.697166911459239e-08
156000000,-4.190574763330876e-08,-2.121822478063389e-08
156500000,1.086698306546636e-08,-1.636771419913917e-08
157000000,1.099079332334399e-08,-1.609108536782039e-08
157500000,1.116650876684964e-08,-1.584448004641716e-08
158000000,1.138865607432976e-08,-1.563670463872278e-08
158500000,1.165047539085221e-08,-1.547536950956095e-08
159000000,1.194419065326722e-08,-1.536676627771348e-08
159500000,1.226130847871913e-08,-1.531577030471776e-08
160000000,1.223161385025503e-08,-3.967002933022001e-08
160500000,1.292932491167374e-08,-1.539873860430527e-08
161000000,1.32617828438202e-08,-1.55351569511821e-08
161500000,1.358116709354256e-08,-1.573411893821441e-08
162000000,1.387890844429105e-08,-1.599354952214023e-08
162500000,1.414705789927526e-08,-1.631023652777135e-08
163000000,1.437839183076778e-08,-1.668003192041875e-08
163500000,1.456652875196568e-08,-1.709806821060142e-08
164000000,-1.837063906239225e-07,-2.245111890758397e-07
164500000,1.479173929679443e-08,-1.805624998814076e-08
165000000,1.48202240842707e-08,-1.8584373839895e-08
165500000,1.478834987493137e-08,-1.913679470658152e-08
166000000,1.469369496764912e-08,-1.970711272996532e-08
166500000,1.453452116458589e-08,-2.028895198373713e-08
167000000,1.430963409754606e-08,-2.087595576443826e-08
167500000,1.401829866811687e-08,-2.146185322727083e-08
168000000,6.92043898771221e-07,-3.077402693033434e-07
168500000,1.323582140592412e-08,-2.260485511501744e-08
169000000,1.274542362888603e-08,-2.314919036807579e-08
169500000,1.219031759269853e-08,-2.366687068178746e-08
170000000,1.157223385242255e-08,-2.415131347032396e-08
170500000,1.089358467768902e-08,-2.459596358162889e-08
171000000,1.015752608408686e-08,-2.499433144335846e-08
171500000,9.367971158043354e-09,-2.534011042208461e-08
172000000,-3.664606112013696e-08,2.399918264482763e-08
172500000,7.648516729407192e-09,-2.585040027036906e-08
173000000,6.730572508883817e-09,-2.600453454519667e-08
173500000,5.782977414384819e-09,-2.608576647377994e-08
174000000,4.813311768944412e-09,-2.609101674942427e-08
174500000,3.829451275715745e-09,-2.601832897567485e-08
175000000,2.839370731026258e-09,-2.586685809269355e-08
175500000,1.850863323620452e-09,-2.563683664120345e-08
176000000,9.691135555709736e-08,-6.897197624063061e-08
176500000,-9.199102384830746e-11,-2.494736428791289e-08
177000000,-1.033243288256583e-09,-2.449288797399206e-08
177500000,-1.947040380422114e-09,-2.396957460005745e-08
178000000,-2.828812566686705e-09,-2.338099773822098e-08
178500000,-3.674824973103295e-09,-2.273070893127697e-08
179000000,-4.482001812970262e-09,-2.202203943947774e-08
179500000,-5.247708831359153e-09,-2.125786939688061e-08
180000000,1.257408192864529e-07,-1.265873237042996e-07
180500000,-6.645331391942209e-09,-1.95725102231871e-08
181000000,-7.272144100073872e-09,-1.865480922770208e-08
181500000,-7.847003345578578e-09,-1.768878948619736e-08
182000000,-8.366159997961114e-09,-1.667568339884218e-08
182500000,-8.825184394244293e-09,-1.561687448844709e-08
183000000,-9.218936006695886e-09,-1.451423586692259e-08
183500000,-9.54164750059277e-09,-1.337037087432057e-08
184000000,-9.256252289553227e-08,-1.110528800355005e-06
184500000,-9.949003237219117e-09,-1.09747799391832e-08
185000000,-1.002086519845944e-08,-9.733993480088887e-09
185500000,-9.996825804068717e-09,-8.474021052607574e-09
186000000,-9.871630915564224e-09,-7.203666966426977e-09
186500000,-9.641020205211062e-09,-5.93288716354527e-09
187000000,-9.301959197906743e-09,-4.672634404009243e-09
187500000,-8.852767968678907e-09,-3.434683075105901e-09
188000000,-1.185461613469953e-07,1.839688058260917e-07
188500000,-7.625542778651237e-09,-1.074855196171545e-09
189000000,-6.85225307193893e-09,2.181040160306039e-11
189500000,-5.97827633547055e-09,1.046491078137561e-09
190000000,-5.010028657798275e-09,1.987272248398457e-09
190500000,-3.955318397349783e-09,2.832870110929256e-09
191000000,-2.823338690923637e-09,3.572768892448406e-09
191500000,-1.624553604726642e-09,4.197302653609796e-09
192000000,7.159065835963142e-08,3.478864433251164e-08
192500000,9.257620091365289e-10,5.067034951462368e-09
193000000,2.250685500767387e-09,5.298367416405936e-09
193500000,3.589446468610962e-09,5.386847506140327e-09
194000000,4.92630272529643e-09,5.328913541619842e-09
194500000,6.244669357911976e-09,5.122591854784021e-09
195000000,7.527180007771246e-09,4.767699628424557e-09
195500000,8.755765520912647e-09,4.266072074431349e-09
196000000,-9.896300879712395e-08,1.358593154492885e-07
196500000,1.097722584151538e-08,2.841697437956269e-09
197000000,1.193290312817775e-08,1.935019958035836e-09
197500000,1.276120634424252e-08,9.140398176757001e-10
198000000,1.344548749787223e-08,-2.059154970309906e-10
198500000,1.397085601671731e-08,-1.406639080105337e-09
199000000,1.432481624223786e-08,-2.667146649092763e-09
199500000,1.449785936228809e-08,-3.964024130421603e-09
200000000,1.634766046919511e-05,-2.228687055788839e-06
200500000,1.428165398820391e-08,-6.56438152279762e-09
201000000,1.389297899714881e-08,-7.814049234135172e-09
201500000,1.332496922683024e-08,-8.994181381798648e-09
202000000,1.258903586846885e-08,-1.007914521288042e-08
202500000,1.170075263447064e-08,-1.104534710724682e-08
203000000,1.067945024279958e-08,-1.187205084713954e-08
203500000,9.547607932086441e-09,-1.254197421880798e-08
204000000,-9.703536828740609e-08,-1.02027525620776e-07
204500000,7.053493740173797e-09,-1.336329696272615e-08
205000000,5.745010600066389e-09,-1.350163690995688e-08
205500000,4.431705266595744e-09,-1.345727606087379e-08
206000000,3.139768776843416e-09,-1.323486865897595e-08
206500000,1.893676136694818e-09,-1.284304207035916e-08
207000000,7.156019204617072e-10,-1.229393721950553e-08
207500000,-3.750415459107276e-10,-1.160264629974568e-08
208000000,5.176685126746908e-08,-3.176503751679552e-08
208500000,-2.232739040865768e-09,-9.865090437089354e-09
209000000,-2.977626366957986e-09,-8.858209264506277e-09
209500000,-3.590966424712502e-09,-7.786576791608312e-09
210000000,-4.070347029647494e-09,-6.670725625277183e-09
210500000,-4.416534189726827e-09,-5.530465687299305e-09
211000000,-4.633221304941597e-09,-4.384468493920051e-09
211500000,-4.726638975682247e-09,-3.249904485424221e-09
212000000,-1.917697309397175e-07,-1.699118034172515e-07
212500000,-4.579827808560936e-09,-1.07389867736845e-09
213000000,-4.361777659566359e-09,-5.656549912311964e-11
213500000,-4.063947460255567e-09,9.016749602245266e-10
214000000,-3.699778059744181e-09,1.794911222776314e-09
214500000,-3.282785966287991e-09,2.619748708623673e-09
215000000,-2.826208924367692e-09,3.37521637184498e-09
215500000,-2.342619479678627e-09,4.06259249199964e-09
216000000,-1.990690344603364e-08,1.100873625969285e-06
216500000,-1.338814833108179e-09,5.248560499375469e-09
217000000,-8.371322627558226e-10,5.759019211876141e-09
217500000,-3.448814493082158e-10,6.224358377799808e-09
218000000,1.33447785048372e-10,6.65299870976777e-09
218500000,5.954212360907156e-10,7.053537597431372e-09
219000000,1.040593971581421e-09,7.434367011506479e-09
219500000,1.470319500269873e-09,7.80322395030269e-09
220000000,1.041258267200926e-07,1.312707118722378e-07
220500000,2.296633261529664e-09,8.531185820051852e-09
221000000,2.702537296690011e-09,8.900029372085149e-09
221500000,3.111053057538664e-09,9.276106054897361e-09
222000000,3.528049708040134e-09,9.660629638901177e-09
222500000,3.959271857650548e-09,1.005336515837657e-08
223000000,4.410044261921317e-09,1.045285500413759e-08
223500000,4.885031847944904e-09,1.085663782686433e-08
224000000,9.903466095565494e-08,3.805990041935041e-08
224500000,5.922967986503896e-09,1.166344965318909e-08
225000000,6.49154899660691e-09,1.205862912600859e-08
225500000,7.095725467762415e-09,1.244258236302685e-08
226000000,7.736727078017436e-09,1.281092005672093e-08
226500000,8.415270344315961e-09,1.315919742279476e-08
227000000,9.131700743633358e-09,1.348290691362694e-08
227500000,9.886036797137662e-09,1.377749326165273e-08
228000000,-7.117435274161338e-09,-5.023375787591525e-08
228500000,1.150699425191057e-08,1.425969666624862e-08
229000000,1.237200853734689e-08,1.443688638225007e-08
229500000,1.327136560039241e-08,1.456390439878693e-08
230000000,1.420275121615829e-08,1.463456063005423e-08
230500000,1.516288520280061e-08,1.464234969252522e-08
231000000,1.61473645988045e-08,1.458056480629565e-08
231500000,1.715052801394286e-08,1.444251143167947e-08
232000000,6.746041105985896e-07,1.305365842537171e-07
232500000,1.918267355112005e-08,1.391193788811027e-08
233000000,2.019282440621659e-08,1.350832443138599e-08
233500000,2.11838387240877e-08,1.300701323325254e-08
234000000,2.214260290716608e-08,1.240572614037858e-08
234500000,2.305486846147026e-08,1.1704262608931e-08
235000000,2.390558534510675e-08,1.090474595006942e-08
235500000,2.467939725940456e-08,1.00119267059657e-08
236000000,-1.504937395410038e-07,2.29168298419312e-07
236500000,2.593561170683256e-08,7.979427021538875e-09
237000000,2.639013430922017e-08,6.863339640726653e-09
237500000,2.671308500751456e-08,5.701127186378235e-09
238000000,2.689541052355445e-08,4.511079878942632e-09
238500000,2.693104494604821e-08,3.313505119198913e-09
239000000,2.681732078490486e-08,2.130152954428945e-09
239500000,2.655530143456348e-08,9.835511599602562e-10
240000000,2.607416337137816e-08,4.634710306096897e-08
240500000,2.561046024698464e-08,-1.109141900272246e-09
241000000,2.49496364899294e-08,-2.012553647026088e-09
241500000,2.418433098420466e-08,-2.795363752982114e-09
242000000,2.333462389867396e-08,-3.442032825909615e-09
242500000,2.242344624659404e-08,-3.940652972943452e-09
243000000,2.147587061107508e-08,-4.283507294820636e-09
243500000,2.0518260703573e-08,-4.467566138706222e-09
244000000,-6.422672480637586e-08,-5.729423180271491e-09
244500000,1.867962780116756e-08,-4.371531194475337e-09
245000000,1.784933573381391e-08,-4.110063035774018e-09
245500000,1.710864657899165e-08,-3.726586297480854e-09
246000000,1.647604970941886e-08,-3.24135335336437e-09
246500000,1.596575113432114e-08,-2.677914582096399e-09
247000000,1.558702780802182e-08,-2.062134159647081e-09
247500000,1.534374488854349e-08,-1.42112580514689e-09
248000000,1.464089652360743e-07,6.004414259820974e-07
248500000,1.525189672367281e-08,-1.715416451957616e-10
249000000,1.538404307456516e-08,3.868086393024849e-10
249500000,1.561395732316798e-08,8.718461825408412e-10
250000000,1.59210674177914e-08,1.266728892958055e-09
250500000,1.628184759159979e-08,1.559343204162516e-09
251000000,1.667096128698183e-08,1.742815622223635e-09
251500000,1.706235616004753e-08,1.815802089138264e-09
252000000,6.589853040429099e-09,-5.049024396044732e-08
252500000,1.775150674733996e-08,1.651773528602601e-09
253000000,1.800407575894178e-08,1.438167806304043e-09
253500000,1.817042123054797e-08,1.159589164982639e-09
254000000,1.82371253822746e-08,8.372738797351428e-10
254500000,1.819551033565659e-08,4.946127807844565e-10
255000000,1.8041966208626e-08,1.561019018780467e-10
255500000,1.777801398024098e-08,-1.537280639358685e-10
256000000,7.965285721337791e-09,-7.975801135443207e-08
256500000,1.694894434968195e-08,-5.957266264208797e-10
257000000,1.640960568803411e-08,-6.878900481816533e-10
257500000,1.580990378867878e-08,-6.728767622876539e-10
258000000,1.517005782927975e-08,-5.396922137509857e-10
258500000,1.451161967393245e-08,-2.815589715420791e-10
259000000,1.38565492171597e-08,1.039629200916499e-10
