FFT_analysis (Idc=6.5e-06) X,FFT_analysis (Idc=6.5e-06) YRe,FFT_analysis (Idc=6.5e-06) YReImag
78500000,-1.159852037607987e-07,7.200225077880655e-08
79000000,4.279006723028794e-07,1.531909103634382e-07
79500000,4.442316838326854e-08,-2.600274664623176e-08
80000000,1.837860834263856e-07,-4.601678863840035e-08
80500000,-1.572724463156258e-07,-1.56659961725757e-07
81000000,1.913955391830863e-07,1.815547831537941e-07
81500000,8.680317931870881e-08,3.650754337645855e-08
82000000,-4.585369783147498e-08,4.35636378622007e-08
82500000,-3.166823664136895e-07,-2.400829864870413e-07
83000000,1.738140096306337e-08,2.427432051123255e-07
83500000,5.019463662771905e-08,1.165425038581609e-07
84000000,-1.928231239619264e-06,1.887368975559484e-06
84500000,2.506527453245417e-07,-3.823589679435215e-07
85000000,-1.520278854300834e-07,-9.625268621493491e-08
85500000,6.831113351573597e-08,2.908849019006427e-08
86000000,-5.228372706519216e-08,9.899105798230012e-08
86500000,2.062047805077737e-07,-6.031960058748772e-08
87000000,-6.055638203591283e-08,-1.939889133119729e-07
87500000,2.862140749118028e-08,-5.12821916610825e-08
88000000,-6.085624744830237e-08,4.253658576616307e-08
88500000,-3.400296468135402e-07,2.499619709740488e-07
89000000,2.407746044503202e-08,-2.782498203490301e-07
89500000,8.047968435476274e-08,-5.08292391221533e-08
90000000,-1.11844109392991e-07,-1.307874052968287e-07
90500000,3.111314250852009e-07,2.995580640565897e-07
91000000,9.371770909438075e-08,-7.543799344066113e-08
91500000,-4.466168482443241e-09,5.510665846798198e-09
92000000,-2.280191249726415e-07,-2.075278714957762e-07
92500000,8.481792287301607e-08,1.962511158960391e-07
93000000,1.580278017543205e-07,3.193430782313982e-08
93500000,2.786593480593919e-08,7.453973084888799e-08
94000000,-1.655167407744341e-07,-3.205859902047181e-07
94500000,-1.328556434990955e-07,1.396544784240675e-07
95000000,7.851597260025205e-08,9.727717116304185e-08
95500000,1.617916775523595e-08,1.915255664416923e-07
96000000,3.1012612967768e-07,-7.783580905174048e-08
96500000,-1.808461592366905e-07,-1.195553645485468e-07
97000000,1.243474624892951e-07,-3.072734840013107e-08
97500000,4.038078069930851e-08,1.404498533323964e-07
98000000,3.25383799192308e-07,3.001212347469461e-08
98500000,-1.14891353844703e-07,-1.848612679574571e-07
99000000,2.787564866547638e-08,-8.948397560255496e-08
99500000,-6.558766725615571e-08,2.927610052571616e-08
100000000,-2.519613569627919e-05,-7.981477869576929e-05
100500000,3.196207327076032e-08,-1.462047218053408e-07
101000000,4.60402056247431e-08,-9.617189967656914e-08
101500000,-4.518368826348108e-08,-2.10643140917925e-07
102000000,1.338157549144184e-07,2.623394440914986e-07
102500000,1.261034867432642e-07,-5.441244744420023e-08
103000000,2.373999460158802e-08,-3.484864059847877e-08
103500000,-5.49329689899001e-08,-3.163741706698357e-07
104000000,1.488548467162717e-08,6.604873215632506e-08
104500000,2.249968723041768e-07,-1.350926592462994e-07
105000000,1.464930410702087e-07,8.82747580615474e-09
105500000,1.678085390070616e-07,-3.025479151679689e-07
106000000,-2.123032332324724e-07,-1.738894598410019e-07
106500000,2.644434131069184e-07,-6.474860995861721e-08
107000000,2.588212758698851e-07,1.34741421573482e-07
107500000,2.994213730809739e-07,-1.582889059960441e-07
108000000,-3.721012769799116e-07,-1.613760386916189e-07
108500000,2.411859952872597e-07,-1.67617036506594e-07
109000000,3.031339789578477e-07,6.375764541041395e-08
109500000,8.646890612645392e-07,-1.996732765672894e-07
110000000,-3.260828858947736e-07,-2.240206083629823e-07
110500000,3.01038263498649e-07,-2.39802433357398e-07
111000000,4.205776112378469e-07,2.468511686462266e-07
111500000,-2.991795097029223e-06,1.56997110260256e-06
112000000,1.009164491072119e-07,4.590725476824134e-07
112500000,-2.055816476367361e-07,-1.739927482278602e-08
113000000,2.435567102189214e-07,-2.459252092932547e-07
113500000,-3.764032733865535e-07,2.233665097298308e-07
114000000,2.51912150958577e-08,3.124582980343108e-07
114500000,-1.658675052960267e-07,6.898830453912412e-08
115000000,1.962643437960771e-07,-2.502404163067202e-07
115500000,-2.116956596825625e-07,-9.885519179333423e-08
116000000,-1.747937624287251e-06,-1.336394734802904e-06
116500000,-5.85905552109417e-08,1.960742969868785e-07
117000000,1.538594602565245e-07,-1.559956133887147e-08
117500000,-9.123525246163015e-08,-3.402170840487398e-07
118000000,2.535782501022973e-07,1.057671386629885e-07
118500000,1.143071193264258e-07,2.823819736491666e-07
119000000,3.093869051941563e-07,1.631634545222041e-07
119500000,-2.239149500231112e-07,-3.204526040586835e-07
120000000,4.258779729925328e-07,-3.622065518510511e-08
120500000,2.601945037801021e-07,1.25070591111146e-07
121000000,1.198092836459599e-06,4.850470317478868e-07
121500000,-1.415135950715854e-07,-6.63114727867187e-07
122000000,4.684083353053152e-07,-7.532083507370836e-08
122500000,2.078096244158609e-07,5.396652639357493e-07
123000000,-1.90128406639408e-06,-2.820769395395847e-07
123500000,-3.711895077895523e-07,4.998341780936492e-07
124000000,-2.161864332682549e-07,-1.851529457810925e-07
124500000,2.766037063061133e-07,-3.539594050805132e-08
125000000,-3.806258294001101e-07,-1.578564143063359e-07
125500000,-2.097119679684715e-07,3.483673976831389e-07
126000000,-2.623924050416993e-07,-6.543322916828764e-11
126500000,2.032321284471006e-07,-2.807517268148287e-08
127000000,-2.452421312131597e-08,-4.190107071298369e-07
127500000,-1.219872923338867e-07,2.84533944348074e-07
128000000,-4.852052781204988e-08,2.196650307350376e-07
128500000,-9.152481756112283e-08,1.305715526667017e-07
129000000,1.071231813689564e-07,-3.429036550685584e-07
129500000,1.019296786829282e-07,1.42716647455943e-07
130000000,-1.493378883833936e-08,2.5020361708919e-07
130500000,7.626015609856562e-09,3.687126189648332e-07
131000000,-4.086069960404922e-08,-3.849167854488515e-07
131500000,1.234341676739907e-07,-6.553073055175478e-08
132000000,5.229761837220794e-07,-7.465906435872492e-07
132500000,7.249690837414931e-07,1.31128993215246e-06
133000000,5.003709371813854e-07,-7.860976589002537e-07
133500000,3.901287461299227e-07,2.174817878145033e-07
134000000,-1.634751162201862e-07,4.633553588242256e-07
134500000,-7.718300614429099e-07,-6.537054154132105e-07
135000000,-5.214498439186987e-07,1.402925431002028e-07
135500000,-1.056075345529324e-07,-1.743204781645612e-07
136000000,-4.197233118291005e-08,9.193774719713635e-08
136500000,-1.182114622025767e-07,-2.377341953265468e-07
137000000,-3.605061013065836e-07,1.838904481276735e-07
137500000,-2.403725923575205e-07,-3.70334371292928e-08
138000000,3.929019241807953e-08,3.398688172818945e-08
138500000,3.133707996072229e-07,-4.016246565447202e-07
139000000,-1.999145542664477e-07,1.489638133925724e-07
139500000,-2.425158481758963e-07,5.803128896412565e-08
140000000,-3.583889232603994e-07,1.4058885037855e-07
140500000,2.336781091837284e-07,-1.884219592232723e-07
141000000,1.004728837918642e-08,-3.286382108278761e-08
141500000,-6.244992929481714e-08,1.748968877794921e-07
142000000,-3.608841536434233e-07,2.364266250387981e-07
142500000,-5.518840892866204e-09,-1.895591660815615e-07
143000000,9.521024171742865e-08,-2.602056915694271e-07
143500000,3.660420574905372e-07,1.110528650884231e-07
144000000,-1.368932763692598e-07,1.580449826057866e-06
144500000,1.082222270467463e-06,-2.975784809376842e-07
145000000,1.926455975844356e-07,2.336894264785327e-07
145500000,-1.822363310253315e-07,1.781927790169396e-07
146000000,-2.770631129648266e-07,-3.591920902076114e-07
146500000,-2.924855315167116e-07,-1.050068832456195e-08
147000000,-4.494694202605229e-08,-1.289797569022681e-07
147500000,6.72921507068971e-09,6.780733829578508e-08
148000000,9.581543127304638e-08,-3.099645466286258e-07
148500000,-2.757335981558296e-07,1.355924617389625e-07
149000000,-1.475576302408712e-07,-8.251543014676759e-08
149500000,-8.282830890337046e-08,7.555031278761326e-09
150000000,4.464167765772009e-07,-2.019541771091731e-07
150500000,-7.074322109512497e-08,-4.706823279547865e-08
151000000,-1.789599219314496e-07,-2.781993864955898e-08
151500000,-3.576830879989478e-07,-1.36497874509857e-07
152000000,1.249112792023214e-07,-6.027046072964498e-07
152500000,1.242500619169035e-07,-9.49146613051933e-08
153000000,-6.878328788444035e-08,6.076394599831025e-08
153500000,-4.506520930561391e-07,-1.509826739197218e-07
154000000,-2.460467648186296e-07,-1.105667770557298e-07
154500000,2.21844031579543e-07,-2.826401370900139e-07
155000000,3.684046387797331e-07,2.868068576446435e-07
155500000,-7.560514151195748e-07,9.154262159511004e-07
156000000,9.944606471662667e-07,4.749096062259048e-07
156500000,4.839899034610023e-08,9.216104998330921e-08
157000000,-7.121728351593673e-08,2.888886708026214e-08
157500000,-1.861173276255716e-07,-1.627347856239806e-07
158000000,-7.051054770008196e-08,1.083203447073177e-07
158500000,-6.167447732178468e-10,-2.32522999631528e-08
159000000,2.672916913101993e-09,-1.191791054623546e-08
159500000,5.259218574288925e-10,-2.559066925826533e-07
160000000,-2.213507054889998e-08,4.231124237828324e-08
160500000,-1.613704607338275e-07,-2.061277031041176e-07
161000000,4.548759105757539e-09,-6.485849194082254e-08
161500000,4.659059964928099e-07,2.418670579825796e-08
162000000,-7.515433649713986e-08,-8.63024097757882e-08
162500000,-1.367312070652052e-07,2.75594351718055e-09
163000000,-2.936752933305711e-07,-2.181814952305404e-07
163500000,7.032914403416675e-08,8.109002185111339e-09
164000000,2.412406359346818e-08,-3.646729467795604e-07
164500000,-6.589765708748851e-08,3.298614409065939e-08
165000000,-2.645652201613668e-07,-3.829801287488326e-07
165500000,-5.638800035724555e-07,-3.753427833034619e-07
166000000,5.675153675634512e-07,-3.727677163901562e-07
166500000,3.220743510948746e-07,3.823312335879063e-07
167000000,-7.703945964972614e-07,2.388713213335375e-07
167500000,5.216782348636387e-07,9.35860942015803e-07
168000000,7.175684013692907e-07,-1.809454236491701e-07
168500000,6.344200538209554e-08,5.28223707649165e-08
169000000,-1.624687965057563e-07,-1.662448649012308e-07
169500000,-1.398292932513543e-07,3.01803914022123e-07
170000000,6.883190506499759e-09,8.998062335854035e-08
170500000,4.223470516690532e-08,-4.783385533570608e-09
171000000,7.084597505373245e-08,-2.846225945997125e-07
171500000,-2.050804074971765e-07,1.722333638972224e-07
172000000,-6.804352308416012e-08,8.759443204296145e-08
172500000,5.025909519203275e-08,-3.948896774699997e-09
173000000,3.720775295757977e-07,8.575667454936169e-08
173500000,2.955874835312209e-08,-7.275185900619771e-08
174000000,-6.304822717378789e-08,1.32517350465339e-08
174500000,-1.971823297512382e-07,-1.855062056695785e-07
175000000,9.407633837081415e-09,-3.733595938859001e-08
175500000,2.141081850092566e-07,-9.749717531941058e-08
176000000,1.026731818739855e-07,-1.441449727986269e-08
176500000,-4.11376448146542e-08,-3.449313492209458e-07
177000000,-5.843074924966687e-07,-8.559965207731389e-07
177500000,5.649102950181622e-07,-5.08695731094183e-08
178000000,1.821527636070717e-07,3.466065798315446e-07
178500000,-3.946812438892392e-07,-1.434419287701534e-07
179000000,-7.232706113767289e-08,9.134923677912533e-07
179500000,9.816734722494569e-08,7.997900127796996e-08
180000000,1.913779472818009e-07,3.422138133131113e-08
180500000,2.035802068149091e-08,-1.978227636574752e-07
181000000,-2.527219498264918e-07,3.385719413754491e-07
181500000,-4.705722702532688e-08,1.321371010449675e-07
182000000,3.436677150017356e-10,6.83500666253349e-08
182500000,2.324753343705907e-07,-3.039769290712343e-07
183000000,-3.383334790399164e-07,5.296490131954868e-08
183500000,-1.285126207840548e-07,4.325027700424793e-08
184000000,-7.563432399777875e-07,-5.165060194572544e-07
184500000,3.224289868643651e-07,1.508710112119985e-07
185000000,4.610560029435942e-08,-1.039363463886463e-07
185500000,-1.178163114383311e-08,8.697447753686992e-08
186000000,-1.818110838440249e-07,-8.201180648940914e-08
186500000,-1.707930816009925e-08,6.173516493579237e-08
187000000,1.804483600830893e-07,-8.806342255187196e-08
187500000,1.766913612238118e-08,5.73620204696767e-09
188000000,-6.492427738382417e-08,-4.200380023816872e-09
188500000,-1.553332723216129e-07,-1.5795347211276e-06
189000000,3.94174482224616e-07,1.174063157603136e-07
189500000,8.244335586219535e-08,2.549469694973603e-07
190000000,-1.806981577725793e-08,-1.570426461107162e-07
190500000,-4.491964476312591e-07,6.289853621065762e-07
191000000,1.198493722345715e-08,1.966290294324554e-07
191500000,1.14739177029325e-08,1.177918281192014e-07
192000000,3.045694756100034e-07,-7.627531889041634e-08
192500000,-3.349024176400609e-07,2.439231125285183e-07
193000000,-7.902535390600231e-08,3.111995420726441e-07
193500000,-1.551423830569194e-07,9.666428655290661e-08
194000000,3.807238733616397e-07,-2.001713402070897e-07
194500000,-3.063246551251234e-07,-4.244304383917287e-08
195000000,-1.782695885340084e-07,1.60949816076944e-07
195500000,-2.596499307972979e-07,-5.529955031930813e-08
196000000,1.332149340747818e-07,3.247471558285205e-07
196500000,1.11234919436546e-07,-1.899660529495643e-07
197000000,-8.680970064017508e-08,1.671745524682847e-07
197500000,-2.724644933008681e-07,-4.69910133058466e-08
198000000,-1.012367486891464e-07,2.846399709538631e-07
198500000,2.525113818258326e-07,-1.47315857283807e-07
199000000,2.303796827559853e-08,8.836123563947827e-08
199500000,-1.241460479703194e-07,-7.882921020157747e-08
200000000,1.787832825310685e-05,-3.772309149233637e-06
200500000,1.012315430687313e-07,1.957457416526135e-08
201000000,6.991384807041227e-08,9.412908839477885e-08
201500000,1.544304865530611e-07,6.725308259766739e-08
202000000,-4.003699084931055e-07,1.220623344745366e-07
202500000,-8.94036870583181e-08,1.258515733504994e-07
203000000,-1.252608201937819e-08,-1.210559731836928e-09
203500000,2.696684780514649e-07,1.053085400388696e-07
204000000,-3.710731977487153e-07,5.388179697865642e-08
204500000,-2.83567465033061e-07,2.966202983719453e-07
205000000,-2.431750576621554e-07,-7.368026859258126e-08
205500000,4.1929172555085e-07,-7.338062544006737e-08
206000000,-1.993691234915941e-07,-1.884523343117401e-07
206500000,-2.910677695761888e-07,1.044517792647278e-07
207000000,-3.432612244550549e-07,-1.731405531245731e-07
207500000,5.388750944120145e-08,2.944068333230319e-07
208000000,3.819980284533745e-07,-1.971669575918396e-07
208500000,-1.8432315660318e-07,1.460521832416968e-07
209000000,-3.170642911147711e-07,-1.373980482354956e-07
209500000,-5.841425264083023e-07,2.604508953790996e-07
210000000,4.013111801822811e-07,1.07272406140589e-08
210500000,-7.857028896251279e-08,5.064750499320073e-08
211000000,-1.231296692899907e-07,-3.251754819625055e-07
211500000,1.195779751588038e-06,2.077795668049962e-07
212000000,2.185823306462227e-08,-2.795162100078564e-07
212500000,1.463277510447454e-07,6.169544193314211e-08
213000000,9.456648926988042e-08,1.028859865976475e-07
213500000,-1.747140587442324e-07,3.90635539373706e-08
214000000,-6.981522990773054e-08,4.06879320673731e-08
214500000,4.916757728591169e-08,-4.878077658563273e-08
215000000,1.886078788955222e-07,1.770605393646388e-07
215500000,-8.054332336296848e-08,1.445343601342957e-07
216000000,-9.54816797321493e-07,9.005400109641885e-07
216500000,-1.280373802525013e-07,-1.717986377468507e-07
217000000,3.327205307764079e-07,7.972784736791986e-08
217500000,-1.037007915724058e-08,-2.063421137020514e-07
218000000,-2.570784568629791e-07,6.065260629781481e-08
218500000,-2.466296351854619e-07,-1.849040087919695e-07
219000000,-1.022733546524318e-07,2.128518253894396e-07
219500000,3.884071439353265e-07,-4.749957941601306e-08
220000000,-7.131042379178614e-08,1.121640418331552e-07
220500000,-2.489055295313922e-07,-1.481084173134049e-07
221000000,-9.446075610600136e-07,7.679382887173026e-09
221500000,3.744379129971141e-07,3.066338299936067e-07
222000000,-1.595989354737188e-07,1.742259055901012e-08
222500000,3.188558740845098e-08,-3.964937144650912e-07
223000000,6.238758656804841e-07,3.289180668261716e-07
223500000,2.984980126400482e-07,-1.80941344664223e-07
224000000,2.801087165779554e-07,5.74956674287112e-08
224500000,9.965067600484687e-08,8.661761079586789e-08
225000000,-6.564704034032539e-08,8.104718378251752e-08
225500000,-6.271735552601288e-08,-1.887867173205527e-08
226000000,1.199163913435795e-07,-3.327952053324592e-08
226500000,1.326727912494126e-07,1.32272164264885e-07
227000000,-9.521207312571956e-08,2.715764639125707e-07
227500000,-1.482075461741563e-07,-2.557449334058553e-08
228000000,-1.172472259209216e-08,-2.954567264470153e-07
228500000,2.825411718963281e-07,4.573178758218563e-08
229000000,1.173025209700579e-07,-1.11770990835189e-07
229500000,-2.109608426781529e-07,3.557045420029939e-08
230000000,-1.65013408420022e-07,-2.122411940642699e-07
230500000,-1.696317822307709e-07,1.214873488701944e-08
231000000,3.397958978997158e-07,5.914683467306485e-08
231500000,-8.668340232316031e-08,4.60624586079364e-08
232000000,3.799675386877539e-07,1.210506282175898e-07
232500000,-9.306635297415443e-07,-5.254873393231604e-07
233000000,2.518575428447282e-08,5.596268488044677e-07
233500000,-1.912097844976204e-07,-1.673238113608518e-07
234000000,2.995577004016096e-07,-2.635319211851117e-07
234500000,9.96966472837979e-08,3.259973062703478e-07
235000000,3.150338483677915e-07,7.478447776389669e-08
235500000,1.324566246560318e-07,3.095880081408246e-08
236000000,5.297966661903727e-08,2.852065685127544e-07
236500000,-5.86751270300288e-08,7.579663928293094e-09
237000000,-1.928987969562032e-08,6.846514216242419e-08
237500000,1.024952424393921e-07,-3.590215713305771e-08
238000000,1.071890856453182e-07,1.656537285635995e-07
238500000,-1.824968571121636e-07,2.597599123368474e-07
239000000,-7.867323366037423e-08,1.075390169484527e-08
239500000,5.769482916196903e-08,-1.156466113489033e-08
240000000,4.022265296648153e-07,1.126924508981201e-07
240500000,1.666387276315775e-07,-4.787503437746549e-08
241000000,-2.029140927730918e-07,4.99877834066794e-08
241500000,-9.31509021546752e-08,-1.614425280637129e-07
242000000,-2.038877148342937e-08,-6.902634333273982e-08
242500000,3.574532171538702e-07,7.510069284781373e-08
243000000,-1.860361164064764e-08,1.722562286886666e-07
243500000,-2.591724249920976e-07,4.138673433760015e-08
244000000,-5.90965209241975e-07,-9.18905131305066e-07
244500000,-4.652562084940074e-07,4.950753361315129e-07
245000000,-8.595027983227887e-08,-2.236374661871389e-07
245500000,2.13948489621555e-07,-1.739037934442484e-07
246000000,-1.000020365966732e-07,6.344869670412549e-08
246500000,7.03831972749267e-08,2.058498479589765e-07
247000000,1.349445877969503e-07,5.177971391716795e-09
247500000,2.52847778872383e-07,9.023539460432215e-08
248000000,6.126870785212837e-08,5.495968750330391e-07
248500000,-6.368833563108995e-08,5.896388443103765e-08
249000000,9.301123956943863e-08,-4.838720667915746e-08
249500000,2.269785391911897e-07,1.977773277364425e-07
250000000,-2.409646949964756e-07,2.324028406679736e-07
250500000,-1.97931779987488e-07,7.527585711981673e-09
251000000,5.859445242171276e-08,-8.761384932450511e-08
251500000,1.237721512279962e-07,7.012985753816256e-08
252000000,2.807919064048778e-07,1.760944328936541e-08
252500000,-1.170131603714047e-07,3.849197631001848e-08
253000000,-6.030772522663052e-08,-2.486171371818928e-08
253500000,-5.18897496511014e-09,5.64873971763506e-08
254000000,4.423006728525819e-07,6.823305049408313e-08
254500000,7.549282839854198e-09,2.270297719338602e-07
255000000,-2.182899611404846e-07,-5.77286381413694e-08
255500000,-6.394408444246403e-08,-7.994586037385784e-07
