FFT_analysis (Idc=2.5e-06) X,FFT_analysis (Idc=2.5e-06) YRe,FFT_analysis (Idc=2.5e-06) YReImag
23000000,-5.388561148633487e-08,7.044593129686481e-08
23500000,-7.527495618956321e-08,6.535914505407601e-08
24000000,2.502018231308198e-09,1.087597760653799e-07
24500000,-8.427820590638321e-08,1.03760086805888e-07
25000000,-6.427236350198501e-08,1.056402689063686e-07
25500000,-1.221800066372939e-07,7.992761705950762e-08
26000000,-1.009985199956184e-07,1.155142112028614e-07
26500000,-1.043761968594345e-07,1.209313117250612e-07
27000000,-1.322563786089415e-07,1.23141268182497e-07
27500000,-1.312669501359162e-07,1.424591766147122e-07
28000000,-1.475796088237393e-07,1.043218985262422e-07
28500000,-1.556262153720424e-07,1.721931146421238e-07
29000000,-1.736881917083345e-07,2.131987167636931e-07
29500000,-1.909497840204747e-07,2.369046681509123e-07
30000000,-2.266403492448983e-07,2.716341034216278e-07
30500000,-2.58806270054065e-07,2.998445306747869e-07
31000000,-3.137408976032319e-07,3.631349038669106e-07
31500000,-3.891857827866569e-07,4.967276561475455e-07
32000000,1.228960030577446e-07,8.500342661136152e-07
32500000,-8.612722051804498e-07,1.035006095534586e-06
33000000,-2.163580928305469e-06,2.560826908302677e-06
33500000,4.343292073611328e-06,-5.138706134665145e-06
34000000,1.096227087305328e-06,-1.285289287878537e-06
34500000,6.93912226771835e-07,-7.147233356183873e-07
35000000,3.974045765266546e-07,-5.398075745165133e-07
35500000,3.297794740780205e-07,-4.011859996437519e-07
36000000,1.491980190091358e-07,-1.40089137244719e-07
36500000,2.357505794243033e-07,-2.882435559529124e-07
37000000,2.047286328518861e-07,-2.268271530956605e-07
37500000,1.91500400624309e-07,-2.190119677939838e-07
38000000,1.626337217352885e-07,-1.791341726207339e-07
38500000,1.508215032021306e-07,-1.355253157663266e-07
39000000,1.322041240076682e-07,-1.625177484517653e-07
39500000,1.120364892979701e-07,-1.409269296188145e-07
40000000,9.685438750123323e-08,-6.925194310940431e-08
40500000,1.164990920789631e-07,-1.171140118500603e-07
41000000,1.02077259607956e-07,-1.080614231790662e-07
41500000,8.910391333605731e-08,-9.433710225185763e-08
42000000,7.532668201402738e-08,-9.591789871660464e-08
42500000,1.071557996804886e-07,-8.53942027308341e-08
43000000,6.663790469924493e-08,-7.14760137516971e-08
43500000,7.060696646702288e-08,-6.524982246870626e-08
44000000,3.679104152046439e-08,-7.102251437277953e-08
44500000,7.843260154850666e-08,-7.698048929899646e-08
45000000,6.571023749353849e-08,-7.174334981558444e-08
45500000,7.823857485314202e-08,-5.806683825070515e-08
46000000,7.661504935724276e-08,-4.076782527805843e-08
46500000,6.265164579006416e-08,-5.936315567532558e-08
47000000,4.549669193413578e-08,-5.103462031178915e-08
47500000,5.264145238682654e-08,-5.071624742807017e-08
48000000,4.049571476243541e-08,5.857161596506726e-07
48500000,7.430227356581288e-08,-5.814446736829094e-08
49000000,2.270097541218915e-08,-5.513141486026655e-08
49500000,8.965782927650816e-08,-9.72509754231665e-09
50000000,3.553003111729836e-08,-7.335742654852732e-08
50500000,-1.560039300577379e-07,-2.519276876550418e-07
51000000,2.048202758706667e-07,1.244421249363478e-07
51500000,1.295301971872774e-07,5.169440534316815e-08
52000000,1.665284179145885e-07,8.003444653718196e-08
52500000,1.014223717627519e-07,1.357317907664316e-08
53000000,9.319478013408818e-08,-1.598332215131571e-09
53500000,9.455082333951952e-08,-4.872810157356711e-09
54000000,8.249430098493685e-08,1.683467544801824e-08
54500000,7.559995847932312e-08,-5.212687622687759e-09
55000000,9.33192350921129e-08,1.299124432555896e-08
55500000,1.115759784195964e-07,5.866612987692976e-09
56000000,8.790208977239494e-08,-9.775162917405894e-08
56500000,9.090186460500232e-08,1.200987443986001e-08
57000000,7.413490634960029e-08,1.652874786439967e-08
57500000,7.429157517268146e-08,2.831831319028069e-08
58000000,1.0699155185282e-07,4.067546884872682e-08
58500000,1.021369553830629e-07,1.384162619281577e-08
59000000,9.138382068087795e-08,4.3335151404874e-08
59500000,1.024143041118322e-07,3.959617745589339e-08
60000000,8.217932566424805e-08,-6.327916723567799e-09
60500000,1.273935092638292e-07,4.460137804647351e-08
61000000,1.129810920200102e-07,5.410922762726959e-08
61500000,1.187881832248363e-07,8.684311741977482e-08
62000000,1.290396565939722e-07,7.803742617900502e-08
62500000,1.494608376566517e-07,7.195378596116913e-08
63000000,1.759705521653839e-07,1.132085380832523e-07
63500000,2.126271896509882e-07,1.325280738709607e-07
64000000,5.895943723189585e-08,1.207571567221113e-07
64500000,2.666780056485675e-07,2.238585508988149e-07
65000000,3.599658637515913e-07,3.245118769488894e-07
65500000,4.346368868251071e-07,3.801394321695425e-07
66000000,7.850362554811612e-07,7.692464494400516e-07
66500000,3.024809096556096e-06,3.258709940354051e-06
67000000,-1.468080490376287e-06,-1.700418797046222e-06
67500000,-5.882886465989564e-07,-6.770312476569566e-07
68000000,-1.010711932677682e-07,3.234547726848513e-07
68500000,-2.742849117227478e-07,-3.282139096835108e-07
69000000,-1.884676419490972e-07,-2.631761489425428e-07
69500000,-1.673733729319851e-07,-2.380324812750742e-07
70000000,-1.524003113650011e-07,-1.999343561167069e-07
70500000,-1.360972596950107e-07,-1.659486740185489e-07
71000000,-1.093697033381191e-07,-1.556674287893053e-07
71500000,-8.028597995714952e-08,-1.525056799701056e-07
72000000,5.548116078220757e-08,-2.00377197829977e-07
72500000,-7.517532797252774e-08,-1.309800146426919e-07
73000000,-6.866942236148263e-08,-1.11174318224026e-07
73500000,-6.569638261994816e-08,-9.700163201063884e-08
74000000,-5.128361713767704e-08,-1.003369176896919e-07
74500000,-1.764551557441178e-08,-1.019168142203834e-07
75000000,-6.170601211059897e-08,-8.101526013456487e-08
75500000,-5.19059260487727e-08,-7.876044267356751e-08
76000000,-4.539038418835927e-08,-6.647883477671609e-08
76500000,-4.669523766711159e-08,-9.093114623663874e-08
77000000,-4.47213815770137e-08,-8.52555447971109e-08
77500000,-3.14087703198803e-08,-5.136785061897774e-08
78000000,-4.129316695546559e-08,-7.230198454971847e-08
78500000,-1.679987622974671e-08,-1.059540796863986e-07
79000000,-2.709861885373411e-08,-5.321074811321576e-08
79500000,-3.421450393540051e-08,-7.944802647795917e-08
80000000,1.752355407853719e-07,-1.024572391254886e-07
80500000,-3.329594374793946e-08,-4.414865074402304e-08
81000000,-2.88094859821717e-08,-7.570882799947119e-08
81500000,5.026709172137949e-08,-9.823658599683886e-08
82000000,3.89106461779936e-08,-1.443885269725432e-07
82500000,2.862194943593017e-07,-4.694338154016259e-07
83000000,-1.244607984663545e-07,1.862396903847714e-07
83500000,-6.233721412009866e-08,4.576399192659965e-08
84000000,-1.613854324714711e-06,1.552481760002757e-06
84500000,-2.548092057272928e-08,2.590601787573691e-09
85000000,-3.161689573358339e-08,2.281323774669687e-08
85500000,-1.700886288528877e-08,-4.604113790330782e-08
86000000,-8.981807816447208e-09,-1.601223925540658e-08
86500000,-1.367426443715042e-08,5.145715281453322e-09
87000000,-2.286970644942292e-08,-5.355903981890459e-08
87500000,-2.410586685530209e-09,-4.80134029917259e-08
88000000,4.247492266268025e-08,2.076293632221228e-08
88500000,-1.474228897246077e-08,-4.48217193467104e-08
89000000,-8.204827371056051e-09,-4.598443517176241e-08
89500000,-3.046567408088347e-08,-1.900261918270764e-08
90000000,-1.618122955435958e-08,-4.70036953810002e-08
90500000,-1.23300267654453e-08,-4.790712890505123e-08
91000000,-3.029207635904773e-08,-8.478282638094823e-09
91500000,-1.874987669462231e-08,-3.834953098568221e-08
92000000,-1.141005539747423e-07,4.032651427233145e-08
92500000,-1.950398304874408e-08,-2.441124909172073e-08
93000000,-4.446251208447552e-09,-1.939880127673358e-08
93500000,-1.483677462669847e-08,-4.158985817708011e-08
94000000,-1.738032417639832e-08,-4.34558345210592e-08
94500000,-2.263328347324305e-08,-6.303081686033419e-08
95000000,8.222899291192084e-09,-7.599384268923341e-09
95500000,-4.971154705411723e-09,-3.477772378671e-08
96000000,6.408256279087424e-08,5.414638776602257e-08
96500000,-1.265272102218905e-08,-1.046092557964249e-08
97000000,-2.47066151117679e-08,-2.395570155513771e-08
97500000,-3.268599581654837e-09,-5.729507360714306e-08
98000000,-2.683742942088322e-08,-3.024414993452194e-08
98500000,-4.907921262558525e-08,8.072016940025452e-10
99000000,2.436159804001523e-08,-8.025012141398826e-08
99500000,-1.803161235305112e-08,-6.913791058719405e-08
100000000,-1.531445360870279e-05,-4.758846487834249e-05
100500000,-4.229780298983081e-08,-5.187687932935727e-08
101000000,3.231204133811198e-09,-6.800237032355389e-08
101500000,-1.435840799999469e-08,-4.271572173956173e-08
102000000,-5.491971041244762e-09,-3.480220262413209e-08
102500000,-2.738289005827175e-08,-5.223197075890543e-08
103000000,-4.232304659183115e-08,-4.74792500473456e-08
103500000,-5.191336917322119e-08,-3.389741021857627e-08
104000000,3.812810318180089e-08,-1.295419165849537e-07
104500000,-2.08110562015039e-08,-3.585338048127047e-08
105000000,-3.130297824896428e-08,-4.856529664020487e-08
105500000,-3.204521238456596e-08,-1.759057313187111e-08
106000000,-5.070322754353676e-08,-2.517992786063831e-08
106500000,-3.864698768365068e-08,-3.070543178785705e-08
107000000,-3.566759117420642e-08,-3.365301545777748e-08
107500000,-4.815782669993446e-08,-2.188545210835089e-08
108000000,-1.697628808626788e-07,-1.002990882245467e-07
108500000,-4.360789422917681e-08,-1.753685448333131e-08
109000000,-3.698248167932473e-08,-3.5826981237113e-08
109500000,-2.98062693797067e-08,-1.049515554894132e-08
110000000,-6.362609760710668e-08,-2.248827147028356e-08
110500000,-4.441739953164866e-08,-3.898052282462925e-09
111000000,-4.536782650915478e-08,-3.487005714658279e-08
111500000,-2.817372593360146e-08,-1.740316482804098e-08
112000000,1.547439680799683e-08,-4.284457165230472e-08
112500000,-4.419144524663053e-08,-1.775042826817202e-08
113000000,-3.847965198552014e-08,-9.709596759396205e-09
113500000,-8.563714929691727e-08,-5.056084017835606e-08
114000000,-5.04685816305642e-08,-1.675507803592115e-08
114500000,-8.237265199892504e-08,-2.701635638483435e-08
115000000,-2.72535592048663e-08,-2.357200727494747e-08
115500000,-5.617062634040954e-08,-2.169011254355657e-08
116000000,-2.319744871398969e-06,-1.804940485667081e-06
116500000,-6.531907657012042e-08,-3.225544241745101e-08
117000000,-8.415305690377442e-08,-3.213299702831294e-08
117500000,3.854744117610942e-08,6.446309698304668e-08
118000000,-1.766413468310505e-08,-8.647496453957518e-09
118500000,2.155275301769371e-09,-9.53069226106676e-09
119000000,-4.564412970822642e-08,-1.773473683764384e-08
119500000,-3.43991066832401e-08,-3.501034048051919e-08
120000000,1.330909299232764e-07,5.443112695851688e-09
120500000,-4.818802873817122e-08,-2.327219032809555e-08
121000000,-6.016131664308263e-08,-6.159252429317972e-08
121500000,-3.984656071664566e-08,-9.842311676928485e-09
122000000,-6.734183305651904e-08,-1.541835692921647e-08
122500000,-5.279575867477687e-08,-2.897621995165168e-08
123000000,-7.323247793875638e-08,-4.042929035517618e-08
123500000,-9.165608444022691e-08,-4.492561171446598e-08
124000000,-7.150390450107316e-08,-3.802695401311651e-08
124500000,-8.853515011081283e-08,-2.28660942594194e-08
125000000,-1.012180262279826e-07,-4.397144448375425e-08
125500000,-1.103420363728051e-07,-1.37452022327153e-08
126000000,-1.089571793568998e-07,-4.360415170329093e-08
126500000,-1.332384649251932e-07,-5.159564885509575e-08
127000000,-1.229345624818719e-07,-2.437111796532694e-08
127500000,-1.420483572095179e-07,-4.289061546192489e-08
128000000,-2.785165660926757e-09,1.164615718463337e-08
128500000,-1.652927455895789e-07,-4.563956339012117e-08
129000000,-1.887479200038564e-07,-5.355035757665431e-08
129500000,-2.630779846451858e-07,-4.189701336688336e-08
130000000,-2.644669863484207e-07,-5.008617707063658e-08
130500000,-3.453825371249241e-07,-5.374183118476808e-08
131000000,-4.278043358907138e-07,-8.972568760800898e-08
131500000,-5.305931819048489e-07,-1.206345936609947e-07
132000000,-5.061679711449775e-07,-9.72783703819882e-07
132500000,-1.226934364846379e-06,-2.096725244122519e-07
133000000,-3.064118873272583e-06,-4.692439562073191e-07
133500000,6.172128279583861e-06,8.850225459220389e-07
134000000,1.566343640321833e-06,2.049050270523207e-07
134500000,9.329048585229131e-07,1.195793377619845e-07
135000000,6.037233366387096e-07,6.30146000317079e-08
135500000,4.804008464994957e-07,4.077274443762593e-08
136000000,2.23359633832247e-07,6.824144295702795e-08
136500000,3.173719479586584e-07,2.359941263222879e-08
137000000,2.875242273586387e-07,1.859871336020157e-08
137500000,2.509591522502631e-07,2.974416657381254e-08
138000000,2.194272416812135e-07,8.015622789939925e-09
138500000,2.146622962262686e-07,6.532774765606807e-09
139000000,1.771403350930046e-07,1.678355108790336e-08
139500000,1.747150265727611e-07,1.899864707308128e-08
140000000,1.576811804269989e-07,5.572924193126419e-08
140500000,1.318510733072065e-07,1.144172784726137e-08
141000000,1.316711213278816e-07,3.055610139009247e-08
141500000,1.310744749449755e-07,4.753824449761724e-09
142000000,1.264287158665029e-07,1.445620840781487e-08
142500000,1.083289756280272e-07,-9.07975344835857e-09
143000000,1.167072013151123e-07,1.259297807777067e-08
143500000,1.044752874238408e-07,7.59701346151316e-09
144000000,7.550898207614943e-08,9.535594648670628e-08
144500000,8.878024610429695e-08,2.650417708207301e-08
145000000,9.794892740946917e-08,2.315640221290958e-08
145500000,9.455175024694117e-08,3.837422098045737e-09
146000000,7.49587938249809e-08,-1.456390470120674e-08
146500000,4.769757079934376e-08,3.158276327139366e-08
147000000,7.264504425970875e-08,1.485618805790318e-08
147500000,6.296499420750294e-08,1.72616112639444e-08
148000000,1.58726745719928e-07,-2.472200502217251e-09
148500000,3.31131436827562e-08,4.463598054692845e-09
149000000,1.019449679299134e-09,-1.952018431933914e-08
149500000,1.827488605151148e-07,1.708928705853872e-07
150000000,6.840484162518763e-08,1.120094813138657e-07
150500000,4.672549282554642e-08,3.004401384973815e-07
151000000,1.296210666337388e-07,-9.023659948060344e-08
151500000,9.359811784558655e-08,-2.846526236916282e-08
152000000,4.961086887123612e-08,-5.877740307255769e-07
152500000,7.285917213039566e-08,-1.33292906795743e-09
153000000,5.158287877346065e-08,5.338898199541381e-09
153500000,7.512619790069231e-08,2.403935753261861e-08
154000000,8.205702202492694e-08,-7.920094480507541e-10
154500000,5.68688715653932e-08,1.810337599541734e-08
155000000,6.842807871966476e-08,1.658292280538451e-08
155500000,6.784104592158952e-08,1.90991888635218e-08
156000000,-1.612464434733499e-08,1.41318458182251e-08
156500000,5.128909826723868e-08,2.508800503673935e-08
157000000,4.774094762209334e-08,3.589015082469952e-08
157500000,7.97464496815367e-08,8.957608042516932e-09
158000000,5.354274309406498e-08,1.470482814425599e-08
158500000,3.569891706201282e-08,4.352951512844521e-08
159000000,6.875571119852714e-08,3.082435106428997e-08
159500000,6.689708225250195e-08,4.03349053903731e-08
160000000,2.507035843505462e-08,-1.451382574653026e-11
160500000,4.009335012127035e-08,3.931552568564462e-08
161000000,5.946126606563679e-08,5.411573604937067e-08
161500000,4.008755657509787e-08,4.761177616836175e-08
162000000,5.151085651038371e-08,6.348498290441459e-08
162500000,2.061022341365514e-08,8.91202388684154e-08
163000000,2.175599605095627e-08,7.01581951587258e-08
163500000,1.979429000103708e-08,8.17089323173788e-08
164000000,-1.562818009944727e-07,-3.225698976335187e-08
164500000,3.82742636145434e-08,1.623127941227999e-07
165000000,1.814744816277381e-08,1.955630184716626e-07
165500000,7.479880130862537e-09,3.40036348269692e-07
166000000,-9.013575381995753e-09,6.025921790856647e-07
166500000,-1.136523851610403e-07,2.463981163063949e-06
167000000,9.344058836079237e-08,-1.257216810821875e-06
167500000,7.469396755366256e-08,-5.138597574966439e-07
168000000,7.196946897062251e-07,-5.783347547852979e-07
168500000,5.396526676965897e-08,-2.398563441136162e-07
169000000,2.949164504519946e-08,-2.0442374584308e-07
169500000,4.946667112502438e-08,-1.475788233828214e-07
170000000,4.532311861208293e-08,-1.285896649163137e-07
170500000,4.243790140038775e-08,-1.151620993825066e-07
171000000,4.553555687135233e-08,-9.358617097614247e-08
171500000,2.076270709669061e-08,-9.923858748710879e-08
172000000,4.33509689798161e-08,-2.113740299599879e-08
172500000,1.722952467076238e-08,-8.041561413412138e-08
173000000,4.812304730191873e-08,-6.631192731965483e-08
173500000,3.821569917478653e-08,-8.245070619695747e-08
174000000,3.716998516162842e-08,-6.304501210121305e-08
174500000,1.957725041094963e-08,-7.372292531077845e-08
175000000,5.651879297679701e-08,-5.480311795583956e-08
175500000,4.865052083414366e-08,-5.444045282936566e-08
176000000,1.229930553244519e-07,-8.399860972058927e-08
176500000,3.232787352103544e-08,-4.471203507498891e-08
177000000,3.659850240496464e-08,-5.38634157982133e-08
177500000,4.745048565796315e-08,-4.093697600004113e-08
178000000,4.402675990299361e-08,-1.907760737090935e-08
178500000,-6.710058667684564e-09,-3.174773030530029e-08
179000000,3.424960455345997e-08,-7.469428915426951e-08
179500000,1.665208206370325e-08,-2.478026601013676e-08
180000000,1.064774120146662e-07,-9.112682376719451e-08
180500000,5.329218035544637e-08,-3.239652181881285e-08
181000000,3.235969403469281e-08,-3.318517110532763e-08
181500000,-8.59676318770464e-09,-2.202518446392216e-08
182000000,-1.318815093831752e-08,-1.6178245745095e-08
182500000,-2.000896918377623e-07,2.213916611162948e-08
183000000,1.326280802769576e-07,-7.656146413052818e-08
183500000,7.301786844208881e-08,-3.254974774477948e-08
184000000,-4.61723850302236e-07,-7.080321933177685e-07
184500000,5.816953312256244e-08,-4.99431197566215e-08
185000000,5.502360829815515e-08,-1.665076701351734e-08
185500000,6.068773875358094e-08,-2.696491170110731e-08
186000000,6.325156696881855e-08,-3.967343171703981e-08
186500000,5.592551099868236e-08,-4.044138697505685e-08
187000000,3.617029322020505e-08,-8.10134502251912e-09
187500000,2.228390411139656e-08,-2.238512917859691e-08
188000000,-1.072724588581599e-07,1.059193591417059e-07
188500000,2.634354155697597e-08,-6.649638495958517e-09
189000000,2.860496846296562e-08,-1.874040497376097e-08
189500000,5.855846300318413e-08,-1.734552191183156e-08
190000000,4.366136858134837e-08,-1.76839096293963e-09
190500000,2.428375377596637e-08,-4.889921351872591e-09
191000000,5.154331530093403e-08,-1.538061178046636e-08
191500000,4.972717439989885e-08,-1.164411787411738e-08
192000000,9.847704435321628e-08,4.128314925090947e-09
192500000,5.52399045416056e-08,-8.678028340097892e-09
193000000,5.012684196310846e-08,-3.334700241998437e-08
193500000,2.83608970045077e-08,-1.228601581502007e-08
194000000,3.772958835188762e-08,-1.028575677410805e-08
194500000,1.384070380367395e-08,-3.965202468237028e-09
195000000,4.106132702529782e-08,-2.798854351791594e-08
195500000,1.824615050216852e-08,-1.906156413864314e-08
196000000,-1.16897826593137e-07,9.879224764328854e-08
196500000,5.185384344741735e-08,-1.077733176741917e-08
197000000,5.012270715826881e-08,-6.802414143068768e-09
197500000,1.412224891337096e-08,3.927931384820424e-09
198000000,2.933352019198939e-08,7.300502361903496e-10
198500000,8.254532145012975e-08,2.306210941247692e-09
199000000,-2.763173729015261e-08,-3.814148813125286e-09
199500000,2.225932591217065e-08,5.645214968919153e-09
200000000,1.258289162569737e-05,-2.327997833110669e-06
200500000,4.441780697046756e-08,9.173621174988366e-09
201000000,-3.541026148169958e-11,-5.204414314040037e-10
201500000,3.762000270598616e-08,-2.482590557048648e-08
202000000,2.928888157227607e-08,-2.096869716140456e-08
202500000,7.539950244088178e-09,1.659621608136123e-08
203000000,5.77663822595606e-08,-1.705434272894223e-09
203500000,5.262829592248353e-08,1.273765271157815e-09
204000000,-1.119355280477344e-07,-1.034473010619197e-07
204500000,3.650394668148684e-08,-3.924817019874594e-09
205000000,2.640373354375947e-08,2.483553016541511e-08
205500000,4.554616465752721e-08,-1.847357667870763e-08
206000000,4.026852121627929e-08,1.328604780419505e-08
206500000,3.804530802072891e-08,1.148825470240621e-08
207000000,2.018989807338909e-08,1.79286417345426e-09
207500000,4.08862491678303e-08,9.212635579969544e-09
208000000,7.282381004841422e-08,2.255399999871633e-09
208500000,5.282467861662173e-08,-8.7339194267151e-09
209000000,5.191793217268347e-08,1.153722319850843e-08
209500000,2.31527028723478e-08,9.806688759843144e-09
210000000,4.686807625882073e-08,9.620938811511433e-09
210500000,6.190826592512699e-08,5.651864833483259e-09
211000000,1.408634904839381e-08,8.226709321560198e-09
211500000,3.603260333668904e-08,-2.876753184122451e-09
212000000,-1.273661285196113e-07,-1.060391983277174e-07
212500000,3.643335670611717e-08,4.11562821070229e-09
213000000,2.707142909969283e-08,-1.080204405850345e-08
213500000,4.981205695008791e-08,5.296740523340437e-08
214000000,2.212138528367907e-08,1.044466214762695e-08
214500000,2.924050144240606e-08,5.34779769156727e-09
215000000,3.879198833071395e-08,1.908032340331509e-08
215500000,5.825617903653871e-08,2.825610961583295e-08
216000000,-4.563880516937314e-07,8.521853260772166e-07
216500000,4.467853395995089e-08,4.134981011249721e-08
217000000,1.070924615249378e-07,5.553822523992751e-08
217500000,-7.744623695742208e-08,-4.367730998395053e-08
218000000,-1.016220397980434e-08,6.971531922415724e-09
218500000,-1.369047618521547e-08,-2.636676664740924e-09
219000000,7.603434260720917e-08,-1.194475457845018e-09
219500000,2.402351853288117e-08,2.702279424269886e-08
220000000,1.077796402699308e-07,5.019854014562766e-08
220500000,4.334963875219522e-08,2.400733740442884e-08
221000000,3.724608236131378e-08,3.761557002872228e-08
221500000,3.145404078694948e-08,2.061575684244631e-08
222000000,4.426052871505155e-08,3.27105237851356e-08
222500000,4.585106722141368e-08,4.101947985514683e-08
223000000,3.892541355970392e-08,3.430680285291351e-08
223500000,4.348694254020566e-08,5.703495283188456e-08
224000000,1.645260475532199e-07,4.935475684768643e-08
224500000,6.384030426359391e-08,3.809182243675349e-08
225000000,5.86502558576331e-08,3.331922268412033e-08
225500000,6.009871891040456e-08,5.506741439826411e-08
226000000,2.787681363433971e-08,4.930513221273756e-08
226500000,5.10691862588502e-08,6.725408721399705e-08
227000000,5.450352686461826e-08,4.96631356890485e-08
227500000,6.021741452703452e-08,8.496319902055712e-08
228000000,4.765513447255103e-08,1.142060948994968e-08
228500000,5.835906725287304e-08,8.454745045590163e-08
229000000,6.268748413295312e-08,9.675525722940485e-08
229500000,1.328384358924215e-07,1.452824510663588e-07
230000000,1.054762183709539e-07,1.430923603655431e-07
230500000,1.069864359699994e-07,1.793544972246317e-07
231000000,1.198980852077968e-07,2.548807044544469e-07
231500000,1.379786454947481e-07,3.132992163494993e-07
232000000,7.819275406599455e-07,5.060630765948217e-07
232500000,2.722483449118295e-07,7.041677860461866e-07
233000000,6.597755116893231e-07,1.703818596040469e-06
233500000,-1.201899163205752e-06,-3.429112841297071e-06
234000000,-2.636157519878788e-07,-8.909679729222311e-07
234500000,-1.038573346064997e-07,-5.714859485815902e-07
235000000,-1.001631489488566e-07,-3.209093049305041e-07
235500000,-7.6337712980894e-08,-2.48150867142218e-07
236000000,-1.471284723732399e-07,1.456021257025219e-08
236500000,-4.453374455130528e-08,-1.863827511494444e-07
237000000,-2.801754887396987e-08,-1.512175129641352e-07
237500000,-5.634025699153562e-09,-1.605858623313311e-07
238000000,-2.749690369476505e-08,-1.191011042546987e-07
238500000,-4.34720390803417e-09,-1.314318141349841e-07
239000000,-1.154909594418775e-08,-1.306486981280965e-07
239500000,-9.991840170356077e-09,-1.156959580785279e-07
240000000,-1.933111748039929e-08,-6.404158873108581e-08
240500000,7.317432980738412e-09,-8.161732332476732e-08
241000000,2.58317957250325e-08,-8.397426155078386e-08
241500000,-1.378443556715574e-09,-7.295099860878039e-08
242000000,3.729343859618335e-09,-6.9424190945109e-08
242500000,6.200781957254317e-10,-7.181638509947709e-08
243000000,1.19936725891484e-08,-6.705924684848705e-08
243500000,1.224652873085705e-08,-6.423664890462693e-08
244000000,-4.074051721977789e-08,-4.058964031124345e-08
244500000,2.241561187218245e-08,-7.178093719641094e-08
245000000,8.831463752755361e-09,-8.061525170489484e-08
245500000,2.360676484528979e-08,-6.525319208955207e-08
246000000,1.805651861431963e-08,-4.147282773986575e-08
246500000,5.748199078189672e-08,-4.851603427247189e-08
247000000,6.235038638295317e-09,-4.620045565257276e-08
247500000,4.000302995333747e-08,-5.792298965849598e-08
248000000,1.255537844112018e-07,5.557358197744433e-07
248500000,1.948827258754035e-08,-1.944657948367305e-08
249000000,5.397336631377088e-08,1.812303814269768e-08
249500000,-5.997356615386202e-08,-2.238972047308053e-07
250000000,-1.308552104232322e-08,-1.137248783925893e-07
250500000,-1.513483891129981e-07,-2.769076675319707e-07
251000000,1.314184505353769e-07,2.450462009433704e-09
251500000,7.635790876748562e-08,-1.545009576440749e-08
252000000,1.120487882560475e-07,1.039899927574326e-08
252500000,5.04851711223609e-08,-3.505032364382886e-08
253000000,4.667246351689672e-08,-4.167275562621484e-08
253500000,7.296673112008582e-08,-4.457007668803314e-08
254000000,2.884236085537551e-08,-4.533900281036546e-08
254500000,5.219595523050661e-08,-2.416305385157546e-08
255000000,6.759514824388241e-08,-7.715742145838267e-08
255500000,6.044835966860297e-08,-7.535119499486878e-08
256000000,4.427099404324584e-08,-1.221677740607869e-07
256500000,6.597642745352789e-08,-5.809759308317253e-08
