FFT_analysis X,FFT_analysis YRe,FFT_analysis YReImag
928500000,-3.214613937920158e-14,2.361472544380994e-14
929000000,-1.082316354158013e-14,-1.326409773235141e-14
929500000,-1.171981763375859e-14,-8.344043305501734e-15
930000000,-5.767770427249571e-15,-9.664491730818505e-15
930500000,-3.139461949098127e-15,-1.405957958099261e-14
931000000,-6.305059393396393e-15,-1.489244845930317e-14
931500000,3.04457159944078e-14,-2.12757519441053e-14
932000000,-1.211859773518595e-07,-7.19004549715801e-07
932500000,2.106039809943572e-14,2.669385698785313e-14
933000000,-9.956377659044937e-15,6.883842290922422e-15
933500000,-3.786405170587092e-15,6.783425782462321e-15
934000000,-4.376766390162857e-15,1.12006670225186e-15
934500000,-2.217135879855944e-15,-3.943889593301986e-15
935000000,-7.974098444224915e-15,-5.470103495379686e-15
935500000,2.364947417316904e-14,-1.445518930245438e-14
936000000,-1.005851550345566e-07,2.551788490417296e-07
936500000,1.908368834655904e-14,2.720147619232315e-14
937000000,-1.053283285446566e-14,1.146413616099241e-14
937500000,-7.17686055756704e-15,1.195160931879903e-14
938000000,-8.537488934010548e-15,6.93620780140281e-15
938500000,-1.31123931737975e-14,3.101589739647147e-15
939000000,-1.469717820343784e-14,7.139545934114014e-15
939500000,-1.401160513928654e-14,-3.343534940080584e-14
940000000,4.009706575437844e-08,2.977922308092283e-08
940500000,3.538714529209729e-14,-1.211814440095525e-14
941000000,7.073216146801064e-15,1.727823371245255e-14
941500000,8.669666481641452e-15,1.226005393213286e-14
942000000,2.754921168241774e-15,1.212167258829903e-14
942500000,-1.51682619682791e-15,1.417288423297448e-14
943000000,6.100014544036639e-16,1.710451045180313e-14
943500000,-3.145323167987591e-14,5.953679940911672e-15
944000000,-1.355530765586294e-08,8.339063706126038e-08
944500000,-3.071950190306642e-15,-2.873507846866862e-14
945000000,1.24641146069733e-14,5.602948997212843e-16
945500000,9.591465634513103e-15,-1.875584296568097e-15
946000000,7.321314639619905e-15,2.956854012119552e-15
946500000,6.631069418105371e-15,6.615887524512054e-15
947000000,9.415128586837244e-15,6.859743136099476e-15
947500000,-1.099772159207368e-14,1.959598168770247e-14
948000000,1.470503945881303e-07,1.160016482382454e-07
948500000,-1.620226104859899e-14,-1.022105477598515e-14
949000000,7.164371633421585e-15,-5.092562668051523e-15
949500000,4.198150413510651e-15,-3.446521268479839e-15
950000000,6.206176429353967e-15,-1.983428440855695e-16
950500000,9.121526954968369e-15,4.775810894526564e-15
951000000,1.302211670724468e-14,1.106540399008632e-15
951500000,-1.146517892044655e-15,3.681775834804952e-14
952000000,-1.582770927163078e-07,-3.037296775339656e-07
952500000,-3.827759895893264e-14,1.636228083633225e-15
953000000,-3.199360446151431e-15,-1.552895562921942e-14
953500000,-6.158572870929761e-15,-1.231394266536356e-14
954000000,-1.038459581071615e-15,-1.030944551736714e-14
954500000,3.375090992538227e-15,-1.209403848030057e-14
955000000,5.35837356300644e-16,-1.52046243637119e-14
955500000,3.458438037774084e-14,-9.183886668872828e-16
956000000,-1.877304234123278e-08,-1.624685541342228e-08
956500000,1.454016379246654e-15,3.432146984801389e-14
957000000,-1.364324762645492e-14,1.633130132478007e-15
957500000,-9.96790092464678e-15,4.889844268511908e-15
958000000,-7.618054583409768e-15,1.789462883283664e-16
958500000,-6.4262236040279e-15,-2.832968031349608e-15
959000000,-8.99404924379674e-15,-3.629421665400226e-15
959500000,9.409101577671669e-15,-1.242877598231826e-14
960000000,-8.19174647592348e-08,-1.546444252181532e-08
960500000,1.105550220541627e-14,1.309207886272411e-14
961000000,-8.321302233322998e-15,6.379393204021994e-15
961500000,-5.87958400844769e-15,5.580450132564329e-15
962000000,-7.292226767620544e-15,2.397787970729273e-15
962500000,-9.500130951077274e-15,-1.433924742803173e-15
963000000,-1.275180823490683e-14,1.008868390363162e-15
963500000,-5.644199895532087e-16,-2.733058677813408e-14
964000000,-1.169448056028826e-07,4.671783046419216e-10
964500000,2.760543528538885e-14,2.722037428921053e-15
965000000,-8.252734147763034e-16,1.529630228311808e-14
965500000,7.483952305868997e-17,1.231821975766299e-14
966000000,-4.018569630935977e-15,1.097457972508708e-14
966500000,-1.142397940567904e-14,1.149843934191353e-14
967000000,-8.580092356582729e-15,1.789765409313037e-14
967500000,-4.449183437078795e-14,-1.753618973943927e-14
968000000,7.430681488114545e-07,-2.592400312266879e-07
968500000,1.544585661932572e-14,-4.523391138146307e-14
969000000,1.791181972262541e-14,4.947134292829367e-15
969500000,1.587870509729421e-14,-9.251887899034773e-16
970000000,1.022096796473645e-14,3.941557024636816e-15
970500000,8.921917354956415e-15,8.192957006607368e-15
971000000,1.129484366972878e-14,8.509063710987134e-15
971500000,-1.456944436639096e-14,2.206554699479565e-14
972000000,4.679000681179621e-08,-2.093706952380405e-09
972500000,-1.879684595130984e-14,-1.49015129249247e-14
973000000,9.081548561458927e-15,-6.536494526710263e-15
973500000,4.543306007511145e-15,-5.385931938879174e-15
974000000,6.482209848447374e-15,-1.209390451035606e-15
974500000,7.535277086925194e-15,3.057830748139151e-15
975000000,1.139677850894452e-14,1.962975982968316e-15
975500000,-5.232825090074182e-15,2.519837179385969e-14
976000000,2.963127484192846e-08,-5.333865911315818e-08
976500000,-2.533112618712805e-14,-6.921823603172499e-15
977000000,2.916422752976067e-15,-1.263056138659924e-14
977500000,1.308802865374048e-15,-1.021728082674376e-14
978000000,4.674314735112861e-15,-7.891716382537283e-15
978500000,1.079123913774475e-14,-7.038490987397005e-15
979000000,9.606890874186528e-15,-1.252377165239234e-14
979500000,3.293266126556541e-14,2.251928424696077e-14
980000000,1.553420779856393e-07,-3.143952333099223e-08
980500000,-2.030632255029611e-14,3.540864401322196e-14
981000000,-1.40445749041731e-14,-5.848036423312684e-15
981500000,-1.337081771689763e-14,-3.298558517006513e-16
982000000,-7.979015063343131e-15,-3.245043758132575e-15
982500000,-6.207678292108311e-15,-5.455557340426527e-15
983000000,-7.282872637373586e-15,-6.582592780361563e-15
983500000,1.105301253233403e-14,-9.574413225342284e-15
984000000,-3.074160091763166e-07,-1.262876050027497e-07
984500000,5.886368041616844e-15,1.347411148125939e-14
985000000,-9.238323522760886e-15,2.630503876651368e-15
985500000,-6.671249437463957e-15,2.530082280075952e-15
986000000,-7.10906074861963e-15,-4.707681314775835e-16
986500000,-8.075433595213776e-15,-4.109279227955485e-15
987000000,-1.106891117135545e-14,-2.82809158025429e-15
987500000,4.573543125971672e-15,-2.374003880328884e-14
988000000,-5.014783207631463e-08,1.167029961833908e-07
988500000,2.216554619916714e-14,6.192539663844697e-15
989000000,-3.663347749504185e-15,1.109925896317278e-14
989500000,-1.975155158803242e-15,8.474287943969255e-15
990000000,-5.1253753494176e-15,6.242743150984081e-15
990500000,-1.004693835563063e-14,4.179002799443825e-15
991000000,-1.100967458571264e-14,9.739573789331552e-15
991500000,-2.265792475261377e-14,-2.59934158744143e-14
992000000,3.845183423612453e-08,2.975584354763637e-08
992500000,2.632716213162549e-14,-2.356574265986473e-14
993000000,1.052204378577801e-14,1.022610712582722e-14
993500000,1.079403179588026e-14,6.485929673153806e-15
994000000,5.567646666684594e-15,7.885818497018761e-15
994500000,1.945831265336987e-15,1.246538558477417e-14
995000000,6.419539559032858e-15,1.348312077053088e-14
995500000,-3.279419937878894e-14,1.548438410079512e-14
996000000,-2.695011082817561e-08,1.340064944204172e-07
996500000,-1.665655602568124e-14,-3.27712724803108e-14
997000000,1.33246052788554e-14,-7.355281304370626e-15
997500000,8.244707628760609e-15,-9.853281914934803e-15
998000000,8.035084223538825e-15,-4.039759166821197e-15
998500000,9.09640239324052e-15,-1.614748593144203e-15
999000000,9.950088473967206e-15,-1.520862035400782e-15
999500000,5.617353739143051e-15,1.518032381764557e-14
1000000000,2.800492944852285e-06,-2.658592153357543e-06
1000500000,-8.453830923729085e-15,-1.379504370306953e-16
1001000000,3.066601638848289e-15,-7.590162429595985e-15
1001500000,4.245032638211249e-15,-4.360318631968833e-15
1002000000,5.941475556458645e-15,-4.094896868276486e-15
1002500000,1.169352765964831e-14,-1.367091891978297e-15
1003000000,1.211191988261197e-14,-8.072736103160257e-15
1003500000,2.239788604537163e-14,3.022803010894034e-14
1004000000,-1.635645679454679e-07,-6.177638084474437e-08
1004500000,-2.863305465616957e-14,2.479708671717245e-14
1005000000,-1.038883933962885e-14,-1.021897526419665e-14
1005500000,-1.114184560328177e-14,-6.24494638681395e-15
1006000000,-5.359619607555503e-15,-7.594439667808519e-15
1006500000,-1.618067641920624e-15,-1.223225893770102e-14
1007000000,-5.767249658887305e-15,-1.364782202239205e-14
1007500000,3.501594380272767e-14,-1.35345303519758e-14
1008000000,-3.810064162530164e-09,-1.569912101362156e-08
1008500000,1.511241652000225e-14,3.572083519637258e-14
1009000000,-1.46102664375989e-14,7.807357936481607e-15
