FFT_analysis X,FFT_analysis YRe,FFT_analysis YReImag
4888000000,6.990450321336049e-08,-1.288394026507496e-07
4888500000,-2.105713713809978e-14,-3.004293683516085e-14
4889000000,1.319299983450679e-14,-1.00495011280078e-14
4889500000,8.686926558126597e-15,-1.039016414547399e-14
4890000000,9.681080307541069e-15,-5.023091380988242e-15
4890500000,1.337567951543228e-14,-1.602962084992557e-15
4891000000,1.493465830684676e-14,-5.53096449703927e-15
4891500000,1.59012934726345e-14,3.09139976317746e-14
4892000000,2.815151920503411e-08,-1.653043128404099e-08
4892500000,-2.914753719133459e-14,1.579058615211278e-14
4893000000,-5.482346652052573e-15,-1.123026200368645e-14
4893500000,-7.124114113584203e-15,-7.017374468993539e-15
4894000000,-1.856736007309997e-15,-6.695938450370767e-15
4894500000,2.180148160725922e-15,-7.902722646767494e-15
4895000000,6.704593804411231e-16,-1.044891774548566e-14
4895500000,2.393914785683266e-14,3.850979905473482e-15
4896000000,4.721524947797973e-09,-1.169654800265994e-07
4896500000,-4.73390848453461e-15,2.47584548064483e-14
4897000000,-1.186588607383647e-14,-1.963967553058819e-15
4897500000,-9.359060653190883e-15,1.051774065779079e-15
4898000000,-7.15549724227009e-15,-2.575651883138082e-15
4898500000,-6.158067123195541e-15,-5.643960943461358e-15
4899000000,-8.641535161203139e-15,-6.688224211215075e-15
4899500000,1.254010145550485e-14,-1.585485688012812e-14
4900000000,-1.20539717744205e-06,-6.655809673131358e-07
4900500000,1.285169622767481e-14,1.563269757949769e-14
4901000000,-8.785035024849539e-15,7.624610220945536e-15
4901500000,-7.123953349962342e-15,6.15801150017696e-15
4902000000,-8.456833338568621e-15,3.26102710718248e-15
4902500000,-1.280187551113131e-14,-9.909060715666068e-16
4903000000,-1.511611307625772e-14,4.351324489475811e-15
4903500000,-1.254049239480568e-14,-3.526243510260125e-14
4904000000,9.657739785123853e-08,3.012481588833338e-08
4904500000,3.400695350504296e-14,-1.401652171783643e-14
4905000000,5.305875005393986e-15,1.306346472551059e-14
4905500000,7.772357260743261e-15,8.891850526900599e-15
4906000000,1.777858738130353e-15,8.052118926561098e-15
4906500000,-2.072901327006478e-15,9.521791806856756e-15
4907000000,-9.729041345325975e-16,1.153352471472657e-14
4907500000,-2.499941595771562e-14,-9.878199799848684e-16
4908000000,-3.082475565338671e-09,7.749674356609334e-08
4908500000,1.584175052628528e-15,-2.317829032844725e-14
4909000000,1.00897822086883e-14,2.492023893818118e-15
4909500000,6.4520653191824e-15,-1.463776317586213e-16
4910000000,4.274977119082511e-15,3.60193715139525e-15
4910500000,1.306020427508241e-15,6.907751206844375e-15
4911000000,4.760649092702645e-15,9.441668091946001e-15
4911500000,-2.426177466212747e-14,9.306349039895332e-15
4912000000,6.768960120594191e-08,3.353294655780501e-08
4912500000,-1.078591588868366e-14,-2.618943034288629e-14
4913000000,1.061975167559407e-14,-6.625677526316416e-15
4913500000,7.268168294590234e-15,-7.282654889083841e-15
4914000000,7.097991804790931e-15,-3.086025254165559e-15
4914500000,7.911598599877934e-15,8.256100242036437e-16
4915000000,1.114498136793476e-14,-7.278350094644117e-16
4915500000,-3.343656750475042e-15,2.096605249317113e-14
4916000000,-2.239791345039916e-08,1.668499239846736e-07
4916500000,-2.296244518975693e-14,-6.620564663620055e-15
4917000000,2.453024169281358e-15,-1.219094071979348e-14
4917500000,4.720097491806928e-16,-1.122035123423509e-14
4918000000,3.467694267195873e-15,-8.95947547551112e-15
4918500000,8.394969862559744e-15,-1.004478332434426e-14
4919000000,5.747326347485583e-15,-1.29634172122192e-14
4919500000,3.238704797484558e-14,8.694184592423297e-15
4920000000,-9.161645795394925e-08,3.052044660836627e-08
4920500000,-6.700010124888608e-15,2.972794624838584e-14
4921000000,-1.152920637362829e-14,-4.364225241715714e-15
4921500000,-8.602435846408156e-15,2.696809933552529e-16
4922000000,-5.148257308434512e-15,-3.885343525259198e-15
4922500000,-2.586389105159702e-15,-6.404909646771635e-15
4923000000,-4.780026999797058e-15,-9.340221886819877e-15
4923500000,1.947305381202731e-14,-7.843451982822329e-15
4924000000,-8.626875585234747e-08,-9.769444807178574e-10
4924500000,5.865735851574348e-15,2.147802070629715e-14
4925000000,-1.107682256334424e-14,3.753380959206994e-15
4925500000,-8.662063467389076e-15,3.264875932388326e-15
4926000000,-8.614055552786933e-15,-2.589253451962288e-16
4926500000,-9.554203884637644e-15,-6.337824580296208e-15
4927000000,-1.48847201459548e-14,-3.618265489018679e-15
4927500000,1.107049402067456e-14,-3.379130090904046e-14
4928000000,-6.777847159184712e-09,-1.670084109585874e-08
4928500000,3.452921503125589e-14,1.219365230111342e-14
4929000000,-5.115686514460354e-15,1.595803309673696e-14
4929500000,-1.874690765850552e-15,1.436831783055768e-14
4930000000,-6.280347406753727e-15,1.030193503792782e-14
4930500000,-1.401981272672548e-14,1.011577860512241e-14
4931000000,-1.167398157659286e-14,1.555925417321674e-14
4931500000,-4.315255969550647e-14,-2.605681486342199e-14
4932000000,-7.408861377109232e-07,2.123789676170882e-07
4932500000,2.207668618076372e-14,-4.408886315486099e-14
4933000000,1.703950697909242e-14,7.97405873304998e-15
4933500000,1.488366754523268e-14,-7.83959064047111e-17
4934000000,8.361659518904092e-15,4.367634941077072e-15
4934500000,5.313416514548849e-15,5.956095741519546e-15
4935000000,5.726687917367803e-15,9.474627404462109e-15
4935500000,-1.595188777297754e-14,4.974303762166433e-15
4936000000,2.106450290668821e-07,-3.939930896311417e-09
4936500000,-7.764855785064245e-16,-2.007419436537744e-14
4937000000,1.177848431170818e-14,-1.977393388948923e-15
4937500000,9.569188625849252e-15,-1.928639631720668e-15
4938000000,8.709146049597756e-15,1.109130313420135e-15
4938500000,8.836681950146497e-15,6.098841863045588e-15
4939000000,1.305410870904763e-14,4.253804149552039e-15
4939500000,-1.05441088697444e-14,2.642329503111642e-14
4940000000,1.269379611785534e-08,-8.509326136861922e-08
4940500000,-2.565146453177352e-14,-1.229431785343449e-14
4941000000,6.441263449995912e-15,-1.212633543295703e-14
4941500000,3.180561692858122e-15,-1.088518597532791e-14
4942000000,6.334999674777975e-15,-7.329368560273951e-15
4942500000,1.179165788890982e-14,-5.916060956186888e-15
4943000000,1.132698380458105e-14,-1.042320966786193e-14
4943500000,2.740622258161975e-14,2.503987238437528e-14
4944000000,5.988976946287643e-08,-2.452751421458194e-08
4944500000,-2.437209563701774e-14,2.711523945900209e-14
4945000000,-1.194702584696027e-14,-1.041286924004682e-14
4945500000,-1.184085874232656e-14,-5.661118984846156e-15
4946000000,-6.63122099182552e-15,-7.858160350446753e-15
4946500000,-5.034880284237411e-15,-1.199137976551189e-14
4947000000,-7.656366321119178e-15,-1.233532913653558e-14
4947500000,2.267178382644551e-14,-2.307021807246442e-14
4948000000,-1.583872568381241e-07,-3.157643390325952e-07
4948500000,2.136289539435329e-14,1.906770374402487e-14
4949000000,-7.901352975564591e-15,6.774808684080024e-15
4949500000,-2.688190084842509e-15,5.322693941321346e-15
4950000000,-4.27703781203269e-15,6.620071871069784e-16
4950500000,-3.387335397584117e-15,-5.009099775369988e-15
4951000000,-9.618940193427313e-15,-4.528728781674002e-15
4951500000,2.039591123754087e-14,-2.308004144017193e-14
4952000000,-1.394657296926425e-08,4.139886788601236e-07
4952500000,2.803650093453688e-14,2.131127018738746e-14
4953000000,-6.822109381017699e-15,1.408849365854111e-14
4953500000,-3.326992960455245e-15,1.381739071332292e-14
4954000000,-5.978604195622159e-15,9.121496264846153e-15
4954500000,-1.175793148683593e-14,7.134324033860328e-15
4955000000,-1.1783313172973e-14,1.151284570361969e-14
4955500000,-2.501574849067661e-14,-2.796520698316069e-14
4956000000,4.824615590429936e-08,3.778975416396545e-09
4956500000,2.991276897284899e-14,-2.431299291043948e-14
4957000000,1.254149773984547e-14,1.391995886925913e-14
4957500000,1.25529287443002e-14,8.387350309689413e-15
4958000000,6.743647462442411e-15,1.032282510880342e-14
4958500000,3.56498697062971e-15,1.373774479680748e-14
4959000000,6.274203760369644e-15,1.568630312676864e-14
4959500000,-2.737032850543116e-14,1.639890630922007e-14
4960000000,1.779300104770375e-08,8.213500824723808e-08
4960500000,-1.278077770775888e-14,-2.565635828190364e-14
4961000000,1.217559997097375e-14,-3.644588124662243e-15
4961500000,7.797373201893487e-15,-4.334112996176862e-15
4962000000,7.50518877096584e-15,5.936639673415372e-16
4962500000,7.445098156754751e-15,4.87663911054506e-15
4963000000,1.102345856518814e-14,4.465113188142905e-15
4963500000,-8.430349832839011e-15,2.182771482427413e-14
4964000000,1.234971917670869e-07,6.793023050971408e-08
4964500000,-1.952874795939416e-14,-8.814212945224195e-15
4965000000,6.391853972613113e-15,-7.661990438345287e-15
4965500000,3.50783872348209e-15,-5.590531106533256e-15
4966000000,6.262708466583046e-15,-2.351773444903405e-15
4966500000,9.927813709546663e-15,2.046472339146656e-15
4967000000,1.313373780635311e-14,-2.097670761176707e-15
4967500000,5.522049170597875e-15,3.530059882839748e-14
4968000000,-4.031406716053947e-07,-5.382794786807317e-07
4968500000,-3.661553130110349e-14,7.226916222467003e-15
4969000000,-5.367741045151261e-15,-1.542509414162509e-14
4969500000,-7.57827582295177e-15,-1.186835255100438e-14
4970000000,-2.300803477768294e-15,-1.071119628212078e-14
4970500000,2.083552616939046e-15,-1.353958493761627e-14
4971000000,-1.018754973580967e-15,-1.589121497940419e-14
4971500000,3.545939362714157e-14,-6.487385822826272e-15
4972000000,-4.955960555204947e-08,1.563434158749841e-09
4972500000,7.000203239109742e-15,3.44120245667508e-14
4973000000,-1.334791110443672e-14,3.327643615577161e-15
4973500000,-9.182816450293096e-15,6.029817499445235e-15
4974000000,-7.463431618509813e-15,8.679999375273048e-16
4974500000,-6.961218724565105e-15,-2.583246343247518e-15
4975000000,-9.678907097259383e-15,-2.764289350532951e-15
4975500000,8.011491424533896e-15,-1.612101479142444e-14
4976000000,-7.537663119548095e-08,1.507107330963593e-08
4976500000,1.554599017114905e-14,1.072719046929525e-14
4977000000,-6.414971532423007e-15,7.958758587213446e-15
4977500000,-3.787273907169967e-15,6.553866619551942e-15
4978000000,-5.91680307548736e-15,3.658341625769366e-15
4978500000,-8.610485362050661e-15,-1.67227950459301e-16
4979000000,-1.172581494531625e-14,2.890603909369029e-15
4979500000,-2.571772476020489e-15,-2.722798081019281e-14
4980000000,-2.8742955462608e-08,-2.840177676940513e-08
4980500000,2.989672480175786e-14,2.642701710879936e-16
4981000000,2.198073223751337e-15,1.624992107958183e-14
4981500000,3.271537284002427e-15,1.404971432371312e-14
4982000000,-9.654469558924601e-16,1.301407374873592e-14
4982500000,-7.241503454892504e-15,1.654731969691253e-14
4983000000,-2.258903973608612e-15,2.056807408975968e-14
4983500000,-4.949977524307289e-14,2.642820086367529e-15
4984000000,1.348078427608443e-06,-1.755962513009334e-06
4984500000,-5.685173481065384e-15,-4.713662102549933e-14
4985000000,1.730698894570131e-14,-2.370343871845088e-15
4985500000,1.238989648448283e-14,-6.813789655155057e-15
4986000000,9.389633334649872e-15,-6.907971825043153e-17
4986500000,8.871223065234619e-15,4.345310506493997e-15
4987000000,1.190137355887942e-14,4.53560453837919e-15
4987500000,-9.999639360465368e-15,2.309366919224159e-14
4988000000,4.410962800803288e-08,-2.074561655032708e-08
4988500000,-2.229909131097371e-14,-1.116052990126886e-14
4989000000,6.057224342681983e-15,-9.089725829905548e-15
4989500000,2.22379128329227e-15,-7.356443202039167e-15
4990000000,4.801539553534993e-15,-3.611537828102076e-15
4990500000,6.96816083188562e-15,-9.782204325477443e-17
4991000000,9.807816694486973e-15,-1.939402807478319e-15
4991500000,8.860537632984818e-16,2.332570013018268e-14
4992000000,1.968792641691611e-08,-7.102291608932931e-08
4992500000,-2.555119337490289e-14,-5.49660838507682e-16
4993000000,-1.648255403713769e-15,-1.322717261307244e-14
4993500000,-2.670911702895191e-15,-1.042823928247944e-14
4994000000,8.822423317394597e-16,-9.366130779805369e-15
4994500000,6.145698030456559e-15,-9.9662947632323e-15
4995000000,3.910950026467566e-15,-1.461455991465836e-14
4995500000,3.243646486274611e-14,9.216378341531041e-15
4996000000,5.134636505341442e-08,-5.35432187029922e-08
4996500000,-1.063889976083743e-14,3.423768079585275e-14
4997000000,-1.556067659260132e-14,-2.597481395828154e-15
4997500000,-1.501581108316543e-14,9.411684040820883e-16
4998000000,-1.12811640388613e-14,-2.681980888716506e-15
4998500000,-1.378817927137896e-14,-7.1779071015432e-15
4999000000,-1.523808121764942e-14,-3.590906119930649e-15
4999500000,-2.846962577861099e-15,-3.664491461131681e-14
5000000000,-4.16712920183168e-06,-1.099292443079441e-06
5000500000,3.048989179465791e-14,-6.362353431704484e-15
5001000000,-2.302914642428231e-16,8.424235863610681e-15
5001500000,3.921181474525436e-15,3.788976972374531e-15
5002000000,-1.108262686166462e-15,1.199016905859233e-15
5002500000,-2.754590278196493e-15,-2.904559751240647e-15
5003000000,-7.452176406455415e-15,-7.909168902527333e-16
5003500000,6.790083899973245e-15,-2.46774006821459e-14
5004000000,-1.487144164299731e-08,1.669619009155157e-07
5004500000,2.854339914645822e-14,4.858942195239449e-15
5005000000,1.298161526856735e-15,1.307907352684769e-14
5005500000,2.748650973932023e-15,1.081773608630597e-14
5006000000,-8.454207534083302e-16,8.820751073448151e-15
5006500000,-6.612275800497827e-15,8.410182862198479e-15
5007000000,-5.663215356086293e-15,1.356181038990407e-14
5007500000,-2.850413430245906e-14,-1.788523268947534e-14
5008000000,5.634260992952361e-08,9.07490957393152e-09
5008500000,2.091241387749464e-14,-3.101908321268664e-14
5009000000,1.628882607766088e-14,7.379580499354373e-15
5009500000,1.5244053392269e-14,3.60283877044005e-15
5010000000,1.073526633429954e-14,6.691042665081569e-15
5010500000,8.755029349767541e-15,1.20476342214261e-14
5011000000,1.337306923270956e-14,1.202341855150173e-14
5011500000,-2.283652962771186e-14,2.631640506414589e-14
5012000000,9.085095977409799e-09,9.816103525973632e-08
5012500000,-2.240747541365952e-14,-2.423425814627921e-14
5013000000,1.361018991238515e-14,-9.511120048798498e-15
5013500000,9.250455638747904e-15,-9.352233328049711e-15
5014000000,1.121008674506359e-14,-3.788598803837805e-15
5014500000,1.621206896374141e-14,2.204518489498024e-16
5015000000,1.787059603614605e-14,-4.078217039852848e-15
5015500000,1.792062142741897e-14,3.960035113193896e-14
5016000000,1.274138973119707e-06,2.470202113484643e-07
5016500000,-3.480112586675119e-14,1.860948438964628e-14
5017000000,-5.262918445748964e-15,-1.384512732072559e-14
5017500000,-6.734378008088116e-15,-6.85278081391681e-15
5018000000,2.641133890976319e-18,-6.812745931019253e-15
5018500000,5.223303176402066e-15,-5.09285664766924e-15
5019000000,6.721241347411617e-15,-1.088299844370015e-14
5019500000,2.217598450601697e-14,2.053157207247929e-14
5020000000,-2.085126345432004e-07,-5.558690218313588e-08
5020500000,-2.31215159036348e-14,2.530559317547894e-14
5021000000,-1.282294602987296e-14,-8.206239717531194e-15
5021500000,-1.261373478010753e-14,-5.35963028390367e-15
5022000000,-7.891003450332171e-15,-7.182565809742621e-15
5022500000,-5.300610915453301e-15,-1.274155457963584e-14
5023000000,-1.005567695812308e-14,-1.256377242494274e-14
5023500000,2.905767744682079e-14,-2.3786281494071e-14
5024000000,-9.664603854889274e-09,4.74372197301176e-09
5024500000,2.378778891568198e-14,2.839483588280598e-14
5025000000,-1.202529815464352e-14,9.820892916074366e-15
5025500000,-6.493032260722656e-15,1.064610605960695e-14
5026000000,-7.831635339707022e-15,4.677444252998217e-15
5026500000,-1.05054718837527e-14,1.435298724550058e-15
5027000000,-1.231383751974661e-14,3.347419406786564e-15
5027500000,-7.920006550355965e-15,-2.594688913664555e-14
5028000000,-1.203503528647994e-07,1.887431732091339e-08
5028500000,2.612212986174121e-14,-6.432455256566731e-15
5029000000,2.899099752976212e-15,1.24107158974865e-14
5029500000,4.654621471562581e-15,8.155140888653426e-15
5030000000,3.107597373000429e-16,7.425457738927634e-15
5030500000,-2.355881410592979e-15,6.438460586892336e-15
5031000000,-3.681937981252642e-15,9.280175611695733e-15
5031500000,-1.198198832742173e-14,-7.084607776608388e-15
5032000000,4.140955624072358e-08,1.486123954504858e-07
5032500000,1.182409989993378e-14,-9.313299765734731e-15
5033000000,6.479133456601047e-15,7.926457505703847e-15
5033500000,5.237478297391285e-15,7.615360917123785e-15
5034000000,3.011925871258985e-15,8.902628067887278e-15
5034500000,-1.218199559721951e-15,1.452797989550967e-14
5035000000,5.53088195205303e-15,1.590780052423716e-14
5035500000,-4.085814053006416e-14,1.705978318783912e-14
5036000000,9.789754998994158e-08,-2.931511982144193e-07
5036500000,-1.97025915755145e-14,-3.899082055522028e-14
5037000000,1.520334920968087e-14,-8.135187420721375e-15
5037500000,9.800062484223339e-15,-1.086442686032074e-14
5038000000,9.688287862126122e-15,-3.823338519001974e-15
5038500000,1.266932305779635e-14,9.087819553529886e-18
5039000000,1.444936872776813e-14,-1.840347767392022e-15
5039500000,7.531955925581376e-15,3.116453345450201e-14
5040000000,2.553036977684153e-08,-6.526000989564493e-09
5040500000,-2.957726357287192e-14,6.325963894682365e-15
5041000000,-1.847003924672379e-15,-1.309604635157609e-14
5041500000,-3.843268481541518e-15,-8.172583253752574e-15
5042000000,1.152979399193696e-15,-7.021631271621918e-15
5042500000,4.728003404717116e-15,-5.272616825898371e-15
5043000000,6.430100862967747e-15,-8.992655518376761e-15
5043500000,1.503340779131379e-14,1.462741365757056e-14
5044000000,-4.645376999224029e-09,-6.821060081257298e-08
5044500000,-1.709166844272789e-14,1.412535647668327e-14
5045000000,-7.002290328082292e-15,-8.482778750714462e-15
5045500000,-6.041632018356359e-15,-6.394063876781603e-15
5046000000,-2.411425529212397e-15,-7.528694175155066e-15
5046500000,2.858143652098146e-15,-1.132252829099561e-14
5047000000,-1.994586356865825e-15,-1.437714906718481e-14
5047500000,3.832209307971519e-14,-3.094515354642825e-15
5048000000,1.509062724038792e-07,-2.353834999048513e-07
5048500000,5.28943369352137e-15,3.962767043460713e-14
5049000000,-1.664952023383991e-14,3.756948638923579e-15
5049500000,-1.240264987029714e-14,7.515085784957082e-15
5050000000,-1.050792730542458e-14,1.552966071072224e-15
5050500000,-1.169094335267156e-14,-2.290311778135842e-15
5051000000,-1.383025164660424e-14,-1.425905245314591e-15
5051500000,8.509401336082328e-16,-2.696253185777984e-14
5052000000,3.414337894151145e-09,1.337681101902509e-07
5052500000,2.552720518173786e-14,3.818511019833356e-15
5053000000,-2.611421169095702e-15,1.272737121830006e-14
5053500000,-3.094644699903959e-17,9.589821389444417e-15
5054000000,-3.639227774815837e-15,7.409848591365508e-15
5054500000,-6.868290392234991e-15,6.12573101773241e-15
5055000000,-7.546325575884477e-15,9.029260106798841e-15
5055500000,-1.722661949986526e-14,-1.170819175629845e-14
5056000000,1.775772640564111e-08,9.085312062286598e-08
5056500000,1.187785801011579e-14,-1.410140166680321e-14
5057000000,4.876251567406391e-15,7.170057571293571e-15
5057500000,3.731210855372516e-15,4.50187599126368e-15
5058000000,4.654452846780938e-16,5.87229467191142e-15
5058500000,-4.273529205129624e-15,7.434114408631967e-15
5059000000,-1.65327919780642e-15,1.146366500550961e-14
5059500000,-2.838580716924993e-14,-6.376977718451825e-15
5060000000,3.263760038757087e-08,-8.040798356733161e-10
5060500000,6.905356720832094e-15,-2.958157002822438e-14
5061000000,1.422679434223512e-14,2.490791539125323e-15
5061500000,1.246346005992836e-14,-2.140724098004027e-16
5062000000,9.866078925251181e-15,3.846433226580115e-15
5062500000,1.111443939914576e-14,9.694186751672023e-15
5063000000,1.497049412194148e-14,7.317259588895754e-15
5063500000,-1.207798140093512e-14,3.980461987646677e-14
5064000000,1.511361702548196e-07,1.68354556703491e-07
5064500000,-3.868803737809963e-14,-9.451475068180765e-15
5065000000,3.21193571713488e-15,-1.518476776043505e-14
5065500000,-1.423754678676216e-15,-1.160836043791338e-14
5066000000,3.279492070095604e-15,-7.595018083075923e-15
5066500000,7.384797344508193e-15,-4.800288961236545e-15
5067000000,9.431615097556111e-15,-8.76923721801391e-15
5067500000,1.599235551399475e-14,2.342125677211989e-14
5068000000,-4.489205506853285e-07,-2.83657510195932e-07
5068500000,-2.573345654185893e-14,1.725309314801107e-14
5069000000,-8.78333778302537e-15,-1.042869947449376e-14
5069500000,-9.173887772888227e-15,-6.578190891145304e-15
5070000000,-4.29266558086097e-15,-7.123057521231709e-15
5070500000,-1.127793855326459e-16,-8.698093660911121e-15
5071000000,-1.822312575778584e-15,-1.158699608317125e-14
5071500000,2.28004781452462e-14,2.482853255138578e-15
5072000000,-8.812911561510878e-08,2.077799353622755e-09
5072500000,-6.71083169253457e-15,2.458419061152372e-14
5073000000,-1.483895342382751e-14,-2.987921977227132e-15
5073500000,-1.217510664846082e-14,-9.168329818192221e-16
5074000000,-1.027717242759829e-14,-4.725143869808866e-15
5074500000,-9.728259288224923e-15,-1.043957709565845e-14
5075000000,-1.47797943648916e-14,-9.623378249771869e-15
5075500000,1.832073993292207e-14,-3.284871129690309e-14
5076000000,-2.593934005112396e-08,-5.870399068254422e-09
5076500000,3.117158656961253e-14,1.971933193256792e-14
5077000000,-9.252758880319407e-15,1.441483104438765e-14
5077500000,-5.119645509600855e-15,1.325468097593229e-14
5078000000,-8.220971259936658e-15,8.326072674300932e-15
5078500000,-1.330040962392346e-14,6.996247588109835e-15
5079000000,-1.291590799393318e-14,1.045797300647222e-14
5079500000,-2.985183683794282e-14,-2.091829447818886e-14
5080000000,-1.675883244485247e-07,9.630104579591614e-08
5080500000,1.459839643803892e-14,-2.732583621082404e-14
5081000000,6.142939679026015e-15,6.035485083821113e-15
5081500000,4.396315230212528e-15,-2.766858416164305e-16
5082000000,-8.208821686494593e-16,1.919938393256497e-15
5082500000,-6.596865266227282e-15,-3.959801740716805e-16
5083000000,-7.877884885203615e-15,6.49202279245418e-15
5083500000,-1.790602755456601e-14,-3.055875867217886e-14
5084000000,2.387162994720772e-06,1.113106716480327e-06
5084500000,3.157749274321926e-14,-2.451599812392355e-14
5085000000,1.380059748252189e-14,1.063457551016467e-14
5085500000,1.46946361693637e-14,6.553213469807308e-15
5086000000,9.25621312468034e-15,8.02745019871158e-15
5086500000,7.255621483882945e-15,1.308357065600235e-14
5087000000,1.10424214078144e-14,1.31621596814408e-14
5087500000,-2.634306464270398e-14,2.592327483889234e-14
5088000000,5.731245069420588e-08,-1.353926884707438e-07
5088500000,-2.403586999503983e-14,-2.715247724867069e-14
5089000000,1.187696580510768e-14,-1.139315343127551e-14
5089500000,7.405533733412421e-15,-1.12026034994133e-14
5090000000,9.035833524624931e-15,-6.037930380123312e-15
5090500000,1.311812551957651e-14,-3.072702797941083e-15
5091000000,1.423580845990389e-14,-7.198756383510305e-15
5091500000,1.947712343452825e-14,2.911799823814449e-14
5092000000,2.422623040215292e-08,-2.040793137856668e-08
5092500000,-2.744543232058883e-14,1.92665166978465e-14
5093000000,-6.975491618659612e-15,-1.055883443777765e-14
5093500000,-8.069085835600502e-15,-6.200988844661157e-15
5094000000,-2.807384039939148e-15,-6.498758974192969e-15
5094500000,1.087608802364825e-15,-8.222545699775138e-15
5095000000,-8.014588963718354e-16,-1.055975007992733e-14
5095500000,2.428584078151553e-14,5.742177966460554e-16
5096000000,-8.866084885421362e-09,-1.170527716523279e-07
5096500000,-1.33659238483517e-15,2.520425387425284e-14
5097000000,-1.196130529770298e-14,-4.411728017033368e-16
5097500000,-9.101301835355969e-15,2.324012313654591e-15
5098000000,-7.339230342850139e-15,-1.61389317459702e-15
5098500000,-6.7793725425209e-15,-4.692955748589336e-15
5099000000,-9.220255086505953e-15,-5.497764319214129e-15
5099500000,1.018174387318335e-14,-1.668350344075521e-14
5100000000,-1.172344212957464e-06,-4.411648617257987e-07
5100500000,1.403911212846841e-14,1.404027993698723e-14
5101000000,-7.961918036695818e-15,8.437373378538904e-15
5101500000,-6.54480930172079e-15,6.792083075706016e-15
5102000000,-8.196262163867794e-15,4.086471269023538e-15
5102500000,-1.304637167848206e-14,3.391219883977136e-16
5103000000,-1.478582074307896e-14,5.976017411973872e-15
5103500000,-1.6671181295751e-14,-3.425575776783931e-14
5104000000,1.056288545252918e-07,2.212448657042469e-08
5104500000,3.277643874293796e-14,-1.809078598843654e-14
5105000000,6.953166372275494e-15,1.246936451490309e-14
5105500000,8.928068821681831e-15,8.041581228267968e-15
5106000000,2.832587329215887e-15,7.871249747180409e-15
5106500000,-8.818093788256306e-16,9.874016242325676e-15
5107000000,5.898212208537399e-16,1.175453482832968e-14
5107500000,-2.549976202064839e-14,2.317872630395395e-15
5108000000,4.219911943361149e-09,7.507129251351941e-08
5108500000,-1.656006035571637e-15,-2.383966942638801e-14
5109000000,1.044687517239942e-14,1.009978521507276e-15
5109500000,6.485725890422174e-15,-1.272726890646554e-15
5110000000,4.7804925091749e-15,2.81743491948463e-15
5110500000,2.312488790941718e-15,6.448733697914377e-15
5111000000,5.968747354575185e-15,8.485926027229085e-15
5111500000,-2.246025250354019e-14,1.221749033424382e-14
5112000000,7.362869628320278e-08,2.734332185132226e-08
5112500000,-1.393489217352505e-14,-2.441408269395949e-14
5113000000,9.694976891450855e-15,-8.09958569955477e-15
5113500000,6.315804816096672e-15,-8.299331488043949e-15
5114000000,6.729104439984543e-15,-4.187338490639661e-15
5114500000,8.100262773872461e-15,-5.818311154327711e-16
5115000000,1.096693063393785e-14,-2.527504395945663e-15
5115500000,5.734135006945046e-16,2.062602794046284e-14
5116000000,1.980509269349466e-08,1.051755808833222e-07
5116500000,-2.275546979651589e-14,-2.65135026290461e-15
5117000000,6.401084253691228e-16,-1.208215414275567e-14
5117500000,-9.334081889548341e-16,-1.081541060304903e-14
5118000000,2.295104327653099e-15,-9.152008073862415e-15
5118500000,7.174627882649693e-15,-1.085185744465928e-14
5119000000,4.079373705105518e-15,-1.360943155679051e-14
5119500000,3.361452510351811e-14,4.99389112869287e-15
5120000000,-9.200922209289646e-08,4.583419491724e-08
5120500000,-3.140968750411963e-15,3.099011375153092e-14
5121000000,-1.216128204394957e-14,-2.847008275167404e-15
5121500000,-8.745394176004487e-15,1.504766982057411e-15
5122000000,-5.734844346770858e-15,-3.10627422478605e-15
5122500000,-3.596203258137525e-15,-5.928625558957396e-15
5123000000,-5.999565271243157e-15,-8.505821259712911e-15
5123500000,1.785500082246966e-14,-1.038961748422891e-14
5124000000,-8.613908680496312e-08,7.320497563078537e-09
5124500000,8.534401887194805e-15,2.009508763767245e-14
5125000000,-1.044500558143209e-14,5.107200634697728e-15
5125500000,-8.050647101761073e-15,4.219428794889865e-15
5126000000,-8.509411805680527e-15,7.605239158490864e-16
5126500000,-1.009569164138997e-14,-5.108546246973895e-15
5127000000,-1.509779020328018e-14,-1.883859681523687e-15
5127500000,7.048853727317996e-15,-3.437834352509039e-14
5128000000,-6.905697479551722e-09,-1.137499803328071e-08
5128500000,3.521852400933313e-14,8.107996457700616e-15
5129000000,-3.245295277168533e-15,1.619401096541617e-14
5129500000,-3.023475833064288e-16,1.426194817741764e-14
5130000000,-5.068136301868604e-15,1.075842216835989e-14
5130500000,-1.279155716063352e-14,1.132619031973743e-14
5131000000,-9.894010827349724e-15,1.656651048320046e-14
5131500000,-4.524381614462497e-14,-2.16370928634187e-14
5132000000,-7.050676849515692e-07,2.677823706131718e-07
5132500000,1.767369205087471e-14,-4.595576104163206e-14
5133000000,1.777975464984173e-14,6.214625350005135e-15
5133500000,1.495593800736458e-14,-1.544943188637096e-15
5134000000,8.91121883564338e-15,3.49605418590204e-15
5134500000,6.239871973450275e-15,5.474096929864571e-15
5135000000,6.967951016737543e-15,8.690553602777911e-15
5135500000,-1.481288679099761e-14,7.660925471260978e-15
5136000000,2.000744517779519e-07,-2.398438547927001e-08
5136500000,-3.782150457895964e-15,-1.916108455448022e-14
