41,100101
11,110100
30,011110
14,011100
31,111110
62,011111
41,100101
32,000001
31,111110
37,101001
0,000000
0,000000
42,010101
53,101011
32,000001
28,001110
9,100100
52,001011
10,010100
0,000000
10,010100
12,001100
31,111110
20,001010
39,111001
60,001111
60,001111
42,010101
23,111010
0,000000
21,101010
0,000000
12,001100
51,110011
10,010100
1,100000
53,101011
54,011011
28,001110
43,110101
1,100000
9,100100
55,111011
59,110111
2,010000
29,101110
21,101010
52,001011
42,010101
21,101010
19,110010
0,000000
1,100000
20,001010
43,110101
1,100000
3,110000
52,001011
22,011010
16,000010
51,110011
44,001101
50,010011
13,101100
0,000000
33,100001
9,100100
1,100000
30,011110
62,011111
52,001011
62,011111
1,100000
0,000000
62,011111
1,100000
18,010010
0,000000
52,001011
41,100101
21,101010
62,011111
0,000000
51,110011
25,100110
31,111110
0,000000
21,101010
42,010101
42,010101
51,110011
28,001110
51,110011
32,000001
24,000110
24,000110
49,100011
53,101011
61,101111
1,100000
42,010101
32,000001
0,000000
62,011111
40,000101
52,001011
21,101010
62,011111
10,010100
41,100101
10,010100
10,010100
10,010100
52,001011
2,010000
63,111111
21,101010
31,111110
0,000000
21,101010
52,001011
51,110011
21,101010
53,101011
42,010101
10,010100
21,101010
31,111110
7,111000
62,011111
21,101010
62,011111
32,000001
21,101010
20,001010
43,110101
52,001011
10,010100
31,111110
0,000000
41,100101
21,101010
8,000100
52,001011
54,011011
21,101010
50,010011
42,010101
42,010101
7,111000
62,011111
0,000000
52,001011
20,001010
1,100000
0,000000
31,111110
41,100101
0,000000
41,100101
30,011110
62,011111
9,100100
41,100101
52,001011
32,000001
20,001010
0,000000
42,010101
52,001011
32,000001
20,001010
51,110011
10,010100
21,101010
31,111110
31,111110
31,111110
10,010100
0,000000
0,000000
62,011111
11,110100
19,110010
27,110110
62,011111
60,001111
32,000001
52,001011
21,101010
31,111110
0,000000
61,101111
0,000000
11,110100
62,011111
10,010100
63,111111
61,101111
52,001011
52,001011
54,011011
60,001111
0,000000
0,000000
21,101010
1,100000
21,101010
42,010101
60,001111
22,011010
61,101111
19,110010
32,000001
60,001111
43,110101
53,101011
51,110011
23,111010
0,000000
2,010000
31,111110
42,010101
20,001010
51,110011
0,000000
39,111001
51,110011
17,100010
61,101111
9,100100
29,101110
12,001100
63,111111
54,011011
30,011110
10,010100
0,000000
33,100001
11,110100
0,000000
21,101010
8,000100
1,100000
32,000001
62,011111
9,100100
0,000000
0,000000
31,111110
0,000000
40,000101
53,101011
62,011111
1,100000
42,010101
23,111010
40,000101
30,011110
52,001011
31,111110
62,011111
0,000000
20,001010
19,110010
22,011010
52,001011
41,100101
63,111111
61,101111
42,010101
53,101011
63,111111
52,001011
20,001010
10,010100
12,001100
0,000000
21,101010
41,100101
62,011111
11,110100
42,010101
0,000000
32,000001
42,010101
30,011110
30,011110
62,011111
0,000000
19,110010
44,001101
62,011111
53,101011
0,000000
0,000000
31,111110
43,110101
24,000110
53,101011
32,000001
32,000001
62,011111
62,011111
0,000000
21,101010
0,000000
53,101011
22,011010
58,010111
62,011111
28,001110
6,011000
18,010010
15,111100
9,100100
41,100101
62,011111
47,111101
29,101110
21,101010
31,111110
54,011011
21,101010
0,000000
0,000000
6,011000
19,110010
52,001011
10,010100
60,001111
16,000010
62,011111
21,101010
31,111110
59,110111
28,001110
62,011111
62,011111
23,111010
62,011111
22,011010
7,111000
23,111010
21,101010
12,001100
51,110011
38,011001
54,011011
11,110100
50,010011
1,100000
1,100000
50,010011
10,010100
23,111010
58,010111
40,000101
19,110010
18,010010
8,000100
44,001101
48,000011
18,010010
17,100010
1,100000
41,100101
21,101010
0,000000
41,100101
33,100001
33,100001
53,101011
28,001110
0,000000
18,010010
58,010111
22,011010
39,111001
21,101010
52,001011
31,111110
49,100011
57,100111
30,011110
42,010101
20,001010
42,010101
9,100100
29,101110
51,110011
43,110101
0,000000
23,111010
41,100101
19,110010
27,110110
21,101010
33,100001
43,110101
2,010000
3,110000
1,100000
53,101011
52,001011
28,001110
8,000100
21,101010
45,101101
2,010000
53,101011
0,000000
48,000011
56,000111
8,000100
30,011110
62,011111
30,011110
61,101111
0,000000
43,110101
62,011111
45,101101
3,110000
11,110100
19,110010
41,100101
0,000000
30,011110
40,000101
61,101111
50,010011
61,101111
36,001001
62,011111
40,000101
0,000000
26,010110
12,001100
61,101111
16,000010
50,010011
61,101111
37,101001
2,010000
62,011111
22,011010
29,101110
42,010101
59,110111
30,011110
32,000001
61,101111
29,101110
22,011010
3,110000
55,111011
59,110111
30,011110
1,100000
50,010011
36,001001
23,111010
28,001110
0,000000
42,010101
41,100101
18,010010
2,010000
60,001111
44,001101
61,101111
3,110000
27,110110
30,011110
7,111000
28,001110
40,000101
56,000111
40,000101
1,100000
60,001111
0,000000
16,000010
39,111001
31,111110
9,100100
41,100101
53,101011
39,111001
39,111001
46,011101
48,000011
56,000111
41,100101
0,000000
11,110100
1,100000
62,011111
43,110101
19,110010
29,101110
35,110001
9,100100
62,011111
29,101110
6,011000
55,111011
47,111101
55,111011
56,000111
14,011100
57,100111
0,000000
51,110011
52,001011
12,001100
0,000000
44,001101
53,101011
41,100101
58,010111
36,001001
24,000110
5,101000
46,011101
37,101001
42,010101
60,001111
0,000000
30,011110
5,101000
31,111110
62,011111
42,010101
0,000000
47,111101
50,010011
23,111010
43,110101
38,011001
11,110100
44,001101
49,100011
14,011100
29,101110
49,100011
54,011011
55,111011
49,100011
57,100111
44,001101
11,110100
6,011000
42,010101
62,011111
45,101101
40,000101
30,011110
50,010011
0,000000
34,010001
12,001100
47,111101
40,000101
49,100011
50,010011
28,001110
18,010010
57,100111
44,001101
62,011111
25,100110
58,010111
29,101110
40,000101
0,000000
39,111001
4,001000
19,110010
30,011110
21,101010
45,101101
37,101001
31,111110
29,101110
59,110111
43,110101
10,010100
8,000100
50,010011
47,111101
16,000010
43,110101
18,010010
59,110111
22,011010
55,111011
4,001000
36,001001
59,110111
60,001111
60,001111
39,111001
55,111011
39,111001
0,000000
59,110111
43,110101
50,010011
4,001000
8,000100
56,000111
25,100110
60,001111
31,111110
34,010001
47,111101
53,101011
11,110100
53,101011
0,000000
60,001111
62,011111
15,111100
46,011101
62,011111
29,101110
59,110111
43,110101
29,101110
2,010000
45,101101
21,101010
54,011011
48,000011
45,101101
8,000100
58,010111
58,010111
46,011101
2,010000
11,110100
40,000101
56,000111
59,110111
49,100011
15,111100
4,001000
35,110001
24,000110
57,100111
9,100100
54,011011
53,101011
37,101001
4,001000
59,110111
33,100001
41,100101
13,101100
55,111011
0,000000
2,010000
3,110000
13,101100
29,101110
28,001110
11,110100
25,100110
6,011000
60,001111
63,111111
3,110000
29,101110
16,000010
0,000000
30,011110
51,110011
19,110010
8,000100
33,100001
15,111100
12,001100
15,111100
26,010110
54,011011
62,011111
59,110111
21,101010
48,000011
51,110011
1,100000
23,111010
7,111000
59,110111
61,101111
16,000010
57,100111
50,010011
0,000000
23,111010
13,101100
62,011111
54,011011
7,111000
50,010011
49,100011
34,010001
35,110001
41,100101
1,100000
10,010100
45,101101
62,011111
25,100110
44,001101
45,101101
62,011111
34,010001
10,010100
16,000010
40,000101
46,011101
49,100011
1,100000
27,110110
47,111101
24,000110
26,010110
58,010111
28,001110
14,011100
57,100111
1,100000
41,100101
24,000110
53,101011
49,100011
21,101010
15,111100
17,100010
40,000101
62,011111
62,011111
4,001000
60,001111
47,111101
49,100011
28,001110
0,000000
53,101011
13,101100
30,011110
46,011101
54,011011
7,111000
13,101100
52,001011
3,110000
35,110001
49,100011
1,100000
62,011111
30,011110
35,110001
8,000100
39,111001
37,101001
11,110100
6,011000
3,110000
48,000011
30,011110
8,000100
3,110000
42,010101
38,011001
11,110100
51,110011
63,111111
27,110110
3,110000
42,010101
37,101001
